광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,공공부문 탄소중립 지원 사업,2029,555,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,공공부문 탄소중립 지원 사업,2030,648,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,공공부문 탄소중립 지원 사업,2034,1018,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,빗물이용시설 설치 지원,2025,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,빗물이용시설 설치 지원,2026,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,빗물이용시설 설치 지원,2027,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,빗물이용시설 설치 지원,2028,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,빗물이용시설 설치 지원,2029,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,빗물이용시설 설치 지원,2030,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,빗물이용시설 설치 지원,2034,1,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,취약계층 LED 교체 지원 사업,2025,164,37,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,취약계층 LED 교체 지원 사업,2026,188,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,취약계층 LED 교체 지원 사업,2027,212,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,취약계층 LED 교체 지원 사업,2028,236,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,취약계층 LED 교체 지원 사업,2029,260,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,취약계층 LED 교체 지원 사업,2030,284,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,취약계층 LED 교체 지원 사업,2034,380,160,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,친환경 보일러 설치 확대,2025,15,2,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,친환경 보일러 설치 확대,2026,17,2,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,친환경 보일러 설치 확대,2027,19,2,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,친환경 보일러 설치 확대,2028,21,3,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,친환경 보일러 설치 확대,2029,23,3,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,친환경 보일러 설치 확대,2030,25,3,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,친환경 보일러 설치 확대,2034,34,14,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,탄소포인트제(에너지 분야) 가입 확대,2025,125,23,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,탄소포인트제(에너지 분야) 가입 확대,2026,125,23,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,탄소포인트제(에너지 분야) 가입 확대,2027,125,23,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,탄소포인트제(에너지 분야) 가입 확대,2028,128,24,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,탄소포인트제(에너지 분야) 가입 확대,2029,128,24,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,탄소포인트제(에너지 분야) 가입 확대,2030,128,24,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,건물,탄소포인트제(에너지 분야) 가입 확대,2034,128,96,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,시설(온실)농업단지 에너지 절감시설 공급,2025,0,154,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,시설(온실)농업단지 에너지 절감시설 공급,2026,0,154,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,시설(온실)농업단지 에너지 절감시설 공급,2027,0,154,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,시설(온실)농업단지 에너지 절감시설 공급,2028,0,154,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,시설(온실)농업단지 에너지 절감시설 공급,2029,0,154,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,시설(온실)농업단지 에너지 절감시설 공급,2030,0,154,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,시설(온실)농업단지 에너지 절감시설 공급,2034,0,616,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,저탄소 벼 논물관리 기술 보급,2025,560,8,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,저탄소 벼 논물관리 기술 보급,2026,560,8,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,저탄소 벼 논물관리 기술 보급,2027,560,8,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,저탄소 벼 논물관리 기술 보급,2028,560,8,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,저탄소 벼 논물관리 기술 보급,2029,560,8,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,저탄소 벼 논물관리 기술 보급,2030,560,8,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,저탄소 벼 논물관리 기술 보급,2034,560,32,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,조사료 확대 생산,2025,85,410,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,조사료 확대 생산,2026,21,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,조사료 확대 생산,2027,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,조사료 확대 생산,2028,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,조사료 확대 생산,2029,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,조사료 확대 생산,2030,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,조사료 확대 생산,2034,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분 바이오차 이용 활성화,2025,0,1220,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분 바이오차 이용 활성화,2026,0,9760,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분 바이오차 이용 활성화,2027,0,9760,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분 바이오차 이용 활성화,2028,405,3660,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분 바이오차 이용 활성화,2029,810,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분 바이오차 이용 활성화,2030,810,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분 바이오차 이용 활성화,2034,810,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분기반 농업에너지 전환,2025,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분기반 농업에너지 전환,2026,51,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분기반 농업에너지 전환,2027,102,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분기반 농업에너지 전환,2028,153,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분기반 농업에너지 전환,2029,204,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분기반 농업에너지 전환,2030,255,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,농축산,축분기반 농업에너지 전환,2034,459,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,공공기관 저탄소차량 보급 확대,2025,6,180,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,공공기관 저탄소차량 보급 확대,2026,9,180,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,공공기관 저탄소차량 보급 확대,2027,12,180,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,공공기관 저탄소차량 보급 확대,2028,15,180,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,공공기관 저탄소차량 보급 확대,2029,18,180,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,공공기관 저탄소차량 보급 확대,2030,20,180,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,공공기관 저탄소차량 보급 확대,2034,28,480,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,노후경유차 조기폐차,2025,601,679,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,노후경유차 조기폐차,2026,601,679,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,노후경유차 조기폐차,2027,601,679,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,노후경유차 조기폐차,2028,601,679,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,노후경유차 조기폐차,2029,601,679,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,노후경유차 조기폐차,2030,601,679,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,노후경유차 조기폐차,2034,601,2715,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,대중교통 이용 활성화,2025,0,3174,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,대중교통 이용 활성화,2026,0,3300,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,대중교통 이용 활성화,2027,0,3400,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,대중교통 이용 활성화,2028,0,3500,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,대중교통 이용 활성화,2029,0,3600,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,대중교통 이용 활성화,2030,0,3700,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,대중교통 이용 활성화,2034,0,15800,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,안전하고 효율적인 공용차량 관리,2025,12,200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,안전하고 효율적인 공용차량 관리,2026,12,200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,안전하고 효율적인 공용차량 관리,2027,12,200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,안전하고 효율적인 공용차량 관리,2028,12,200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,안전하고 효율적인 공용차량 관리,2029,12,200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,안전하고 효율적인 공용차량 관리,2030,12,200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,안전하고 효율적인 공용차량 관리,2034,12,800,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,친환경 전기차 보급 확대,2025,816,1722,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,친환경 전기차 보급 확대,2026,1087,1378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,친환경 전기차 보급 확대,2027,1358,1378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,친환경 전기차 보급 확대,2028,1628,1378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,친환경 전기차 보급 확대,2029,1899,1378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,친환경 전기차 보급 확대,2030,2170,1378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,친환경 전기차 보급 확대,2034,3253,5512,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,탄소중립포인트제(자동차 분야) 가입 확대,2025,18,6,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,탄소중립포인트제(자동차 분야) 가입 확대,2026,18,6,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,탄소중립포인트제(자동차 분야) 가입 확대,2027,18,6,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,탄소중립포인트제(자동차 분야) 가입 확대,2028,21,6,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,탄소중립포인트제(자동차 분야) 가입 확대,2029,21,6,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,탄소중립포인트제(자동차 분야) 가입 확대,2030,21,6,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,수송,탄소중립포인트제(자동차 분야) 가입 확대,2034,24,24,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 건물지원 사업,2025,120,271,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 건물지원 사업,2026,166,280,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 건물지원 사업,2027,212,280,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 건물지원 사업,2028,265,350,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 건물지원 사업,2029,317,350,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 건물지원 사업,2030,370,350,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 건물지원 사업,2034,579,1400,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 융복합 지원 사업,2025,7990,7392,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 융복합 지원 사업,2026,13064,3200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 융복합 지원 사업,2027,18661,2605,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 융복합 지원 사업,2028,18661,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 융복합 지원 사업,2029,18661,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 융복합 지원 사업,2030,18661,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 융복합 지원 사업,2034,18661,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 주택지원 사업,2025,198,512,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 주택지원 사업,2026,215,400,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 주택지원 사업,2027,231,400,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 주택지원 사업,2028,258,500,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 주택지원 사업,2029,285,500,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 주택지원 사업,2030,313,500,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,전환,신재생에너지 주택지원 사업,2034,421,2000,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,공공기관 1회용품 사용 줄이기 솔선수범,2025,0,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,공공기관 1회용품 사용 줄이기 솔선수범,2026,0,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,공공기관 1회용품 사용 줄이기 솔선수범,2027,0,40,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,공공기관 1회용품 사용 줄이기 솔선수범,2028,0,50,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,공공기관 1회용품 사용 줄이기 솔선수범,2029,0,50,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,공공기관 1회용품 사용 줄이기 솔선수범,2030,0,50,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,공공기관 1회용품 사용 줄이기 솔선수범,2034,0,200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,생활폐기물 감량화,2025,39,800,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,생활폐기물 감량화,2026,47,730,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,생활폐기물 감량화,2027,55,730,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,생활폐기물 감량화,2028,64,730,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,생활폐기물 감량화,2029,72,730,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,생활폐기물 감량화,2030,81,730,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,생활폐기물 감량화,2034,114,2920,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,쓰레기 종량제봉투 제작·판매,2025,0,60,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,쓰레기 종량제봉투 제작·판매,2026,0,60,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,쓰레기 종량제봉투 제작·판매,2027,0,60,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,쓰레기 종량제봉투 제작·판매,2028,0,60,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,쓰레기 종량제봉투 제작·판매,2029,0,60,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,쓰레기 종량제봉투 제작·판매,2030,0,60,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,쓰레기 종량제봉투 제작·판매,2034,0,240,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,영농폐기물 수거보상금 지원,2025,36,378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,영농폐기물 수거보상금 지원,2026,36,378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,영농폐기물 수거보상금 지원,2027,36,378,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,영농폐기물 수거보상금 지원,2028,36,420,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,영농폐기물 수거보상금 지원,2029,36,420,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,영농폐기물 수거보상금 지원,2030,36,420,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,영농폐기물 수거보상금 지원,2034,36,1680,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,음식물류 폐기물 종량기(RFID) 도입,2025,0,0,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,음식물류 폐기물 종량기(RFID) 도입,2026,159,30,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,음식물류 폐기물 종량기(RFID) 도입,2027,319,30,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,음식물류 폐기물 종량기(RFID) 도입,2028,478,30,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,음식물류 폐기물 종량기(RFID) 도입,2029,637,30,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,음식물류 폐기물 종량기(RFID) 도입,2030,797,30,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,폐기물,음식물류 폐기물 종량기(RFID) 도입,2034,1434,120,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,내실있는 산림관리를 위한 숲가꾸기 사업,2025,9237,3077,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,내실있는 산림관리를 위한 숲가꾸기 사업,2026,10900,2880,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,내실있는 산림관리를 위한 숲가꾸기 사업,2027,12563,2880,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,내실있는 산림관리를 위한 숲가꾸기 사업,2028,14226,2880,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,내실있는 산림관리를 위한 숲가꾸기 사업,2029,15890,2880,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,내실있는 산림관리를 위한 숲가꾸기 사업,2030,17553,2880,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,내실있는 산림관리를 위한 숲가꾸기 사업,2034,24206,11520,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림병해충 예방 및 체계적 방제 계획,2025,0,2121,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림병해충 예방 및 체계적 방제 계획,2026,0,2227,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림병해충 예방 및 체계적 방제 계획,2027,0,2337,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림병해충 예방 및 체계적 방제 계획,2028,0,2454,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림병해충 예방 및 체계적 방제 계획,2029,0,2578,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림병해충 예방 및 체계적 방제 계획,2030,0,2707,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림병해충 예방 및 체계적 방제 계획,2034,0,12252,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림자원 확보를 위한 조림사업,2025,5858,454,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림자원 확보를 위한 조림사업,2026,6341,345,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림자원 확보를 위한 조림사업,2027,6893,395,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림자원 확보를 위한 조림사업,2028,7445,395,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림자원 확보를 위한 조림사업,2029,7997,395,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림자원 확보를 위한 조림사업,2030,8549,395,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,산림자원 확보를 위한 조림사업,2034,10757,1580,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,재해 예방 관리체계 구축을 통한 안전한 산림 조성,2025,0,4213,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,재해 예방 관리체계 구축을 통한 안전한 산림 조성,2026,0,4200,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,재해 예방 관리체계 구축을 통한 안전한 산림 조성,2027,0,4188,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,재해 예방 관리체계 구축을 통한 안전한 산림 조성,2028,0,4500,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,재해 예방 관리체계 구축을 통한 안전한 산림 조성,2029,0,4500,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,재해 예방 관리체계 구축을 통한 안전한 산림 조성,2030,0,4500,,,,,,,,,,,,,,,,,
경북,봉화군,경북 봉화군,흡수원,재해 예방 관리체계 구축을 통한 안전한 산림 조성,2034,0,18400,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,가로등 LED 교체,2025,194,150,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,가로등 LED 교체,2026,212,150,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,가로등 LED 교체,2027,229,150,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,가로등 LED 교체,2028,229,150,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,가로등 LED 교체,2029,229,150,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,가로등 LED 교체,2030,229,150,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,가로등 LED 교체,2034,229,150,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,건물지원사업,2025,150,156,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,건물지원사업,2026,168,156,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,건물지원사업,2027,187,156,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,건물지원사업,2028,205,156,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,건물지원사업,2029,224,156,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,건물지원사업,2030,224,782,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,건물지원사업,2034,224,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,그린리모델링 확산(비주거 3등급),2025,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,그린리모델링 확산(비주거 3등급),2026,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,그린리모델링 확산(비주거 3등급),2027,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,그린리모델링 확산(비주거 3등급),2028,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,그린리모델링 확산(비주거 3등급),2029,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,그린리모델링 확산(비주거 3등급),2030,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,그린리모델링 확산(비주거 3등급),2034,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,도시가스 공급 확대,2025,39,10,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,도시가스 공급 확대,2026,43,10,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,도시가스 공급 확대,2027,48,10,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,도시가스 공급 확대,2028,52,10,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,도시가스 공급 확대,2029,57,10,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,도시가스 공급 확대,2030,57,48,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,도시가스 공급 확대,2034,57,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,목재펠릿보일러 보급,2025,623,26,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,목재펠릿보일러 보급,2026,747,26,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,목재펠릿보일러 보급,2027,870,26,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,목재펠릿보일러 보급,2028,1055,26,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,목재펠릿보일러 보급,2029,1240,26,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,목재펠릿보일러 보급,2030,1351,130,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,목재펠릿보일러 보급,2034,1351,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,비산업 부문 온실가스 진단·컨설팅,2025,0,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,비산업 부문 온실가스 진단·컨설팅,2026,0,0,,,,,,,,,,,,,,,,,
경북,상주시,경북 상주시,건물,비산업 부문 온실가스 진단·컨설팅,2027,0,0,,,,,,,,,,,,,,,,,
