광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,전환,서부산권 신재생에너지 자립도시 조성,2027,140000,3715,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,전환,서부산권 신재생에너지 자립도시 조성,2028,140000,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,전환,서부산권 신재생에너지 자립도시 조성,2029,140000,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,전환,서부산권 신재생에너지 자립도시 조성,2030,140000,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,전환,서부산권 신재생에너지 자립도시 조성,2034,140000,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(발전량),2025,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(발전량),2026,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(발전량),2027,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(발전량),2028,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(발전량),2029,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(발전량),2030,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(발전량),2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(열공급),2025,27,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(열공급),2026,27,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(열공급),2027,27,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(열공급),2028,27,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(열공급),2029,27,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(열공급),2030,27,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,명지 소각장 여열활용(열공급),2034,27,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,생곡매립장 매립가스 회수 및 발전,2025,3945,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,생곡매립장 매립가스 회수 및 발전,2026,3945,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,생곡매립장 매립가스 회수 및 발전,2027,3945,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,생곡매립장 매립가스 회수 및 발전,2028,3945,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,생곡매립장 매립가스 회수 및 발전,2029,3945,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,생곡매립장 매립가스 회수 및 발전,2030,3945,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,생곡매립장 매립가스 회수 및 발전,2034,3945,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 감량실천 공동주택 인센티브 제공,2025,0,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 감량실천 공동주택 인센티브 제공,2026,0,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 감량실천 공동주택 인센티브 제공,2027,0,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 감량실천 공동주택 인센티브 제공,2028,0,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 감량실천 공동주택 인센티브 제공,2029,0,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 감량실천 공동주택 인센티브 제공,2030,0,50,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 감량실천 공동주택 인센티브 제공,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 소형감량기 설치 지원,2025,0,40,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 소형감량기 설치 지원,2026,0,40,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 소형감량기 설치 지원,2027,0,40,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 소형감량기 설치 지원,2028,0,40,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 소형감량기 설치 지원,2029,0,40,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 소형감량기 설치 지원,2030,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,음식물류폐기물 소형감량기 설치 지원,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,일회용 플라스틱 컵 사용 자제,2025,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,일회용 플라스틱 컵 사용 자제,2026,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,일회용 플라스틱 컵 사용 자제,2027,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,일회용 플라스틱 컵 사용 자제,2028,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,일회용 플라스틱 컵 사용 자제,2029,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,일회용 플라스틱 컵 사용 자제,2030,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,일회용 플라스틱 컵 사용 자제,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,재활용 정거장 운영,2025,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,재활용 정거장 운영,2026,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,재활용 정거장 운영,2027,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,재활용 정거장 운영,2028,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,재활용 정거장 운영,2029,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,재활용 정거장 운영,2030,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,재활용 정거장 운영,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,"종이팩, 폐건전지 수거 확대 및 교환사업",2025,6,8,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,"종이팩, 폐건전지 수거 확대 및 교환사업",2026,6,9,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,"종이팩, 폐건전지 수거 확대 및 교환사업",2027,7,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,"종이팩, 폐건전지 수거 확대 및 교환사업",2028,7,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,"종이팩, 폐건전지 수거 확대 및 교환사업",2029,7,10,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,"종이팩, 폐건전지 수거 확대 및 교환사업",2030,7,50,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,"종이팩, 폐건전지 수거 확대 및 교환사업",2034,7,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,찾아가는 EDC 자원재활용 홍보 부스 운영,2025,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,찾아가는 EDC 자원재활용 홍보 부스 운영,2026,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,찾아가는 EDC 자원재활용 홍보 부스 운영,2027,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,찾아가는 EDC 자원재활용 홍보 부스 운영,2028,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,찾아가는 EDC 자원재활용 홍보 부스 운영,2029,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,찾아가는 EDC 자원재활용 홍보 부스 운영,2030,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,폐기물,찾아가는 EDC 자원재활용 홍보 부스 운영,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,근린공원(도시공원) 조성,2025,240,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,근린공원(도시공원) 조성,2026,240,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,근린공원(도시공원) 조성,2027,240,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,근린공원(도시공원) 조성,2028,240,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,근린공원(도시공원) 조성,2029,240,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,근린공원(도시공원) 조성,2030,240,1000,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,근린공원(도시공원) 조성,2034,240,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,녹지면적 확충,2025,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,녹지면적 확충,2026,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,녹지면적 확충,2027,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,녹지면적 확충,2028,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,녹지면적 확충,2029,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,녹지면적 확충,2030,0,1000,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,녹지면적 확충,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,도시숲조성,2025,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,도시숲조성,2026,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,도시숲조성,2027,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,도시숲조성,2028,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,도시숲조성,2029,0,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,도시숲조성,2030,0,1000,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,도시숲조성,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,맥도 생태공원 조성,2025,85,700,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,맥도 생태공원 조성,2026,0,700,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,맥도 생태공원 조성,2027,0,560,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,맥도 생태공원 조성,2028,240,560,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,맥도 생태공원 조성,2029,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,맥도 생태공원 조성,2030,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,맥도 생태공원 조성,2034,0,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,산불 숲 가꾸기 사업(간벌 및 가지치기),2025,309,625,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,산불 숲 가꾸기 사업(간벌 및 가지치기),2026,463,625,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,산불 숲 가꾸기 사업(간벌 및 가지치기),2027,618,625,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,산불 숲 가꾸기 사업(간벌 및 가지치기),2028,772,625,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,산불 숲 가꾸기 사업(간벌 및 가지치기),2029,927,625,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,산불 숲 가꾸기 사업(간벌 및 가지치기),2030,1081,3125,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,산불 숲 가꾸기 사업(간벌 및 가지치기),2034,1236,0,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,조림조성,2025,7,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,조림조성,2026,7,200,,,,,,,,,,,,,,,,,
부산,강서구,부산 강서구,흡수원,조림조성,2027,7,200,,,,,,,,,,,,,,,,,
