광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,전환,신재생에너지 주택지원사업(태양광),2034,123,540,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,소형 폐가전 수거함 설치,2025,0,5,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,소형 폐가전 수거함 설치,2026,0,5,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,소형 폐가전 수거함 설치,2027,0,5,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,소형 폐가전 수거함 설치,2028,0,5,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,소형 폐가전 수거함 설치,2029,0,5,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,소형 폐가전 수거함 설치,2030,0,5,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,소형 폐가전 수거함 설치,2034,0,20,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,쓰레기 배출 체계화로 원천감량,2025,0,53,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,쓰레기 배출 체계화로 원천감량,2026,0,53,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,쓰레기 배출 체계화로 원천감량,2027,0,53,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,쓰레기 배출 체계화로 원천감량,2028,0,53,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,쓰레기 배출 체계화로 원천감량,2029,0,53,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,쓰레기 배출 체계화로 원천감량,2030,0,53,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,쓰레기 배출 체계화로 원천감량,2034,0,212,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,폐자원 순환 활성화,2025,0,755,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,폐자원 순환 활성화,2026,0,755,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,폐자원 순환 활성화,2027,0,755,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,폐자원 순환 활성화,2028,0,755,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,폐자원 순환 활성화,2029,0,755,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,폐자원 순환 활성화,2030,0,755,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,폐기물,폐자원 순환 활성화,2034,0,3020,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,가로수 조성 확대,2025,2,50,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,가로수 조성 확대,2026,0,50,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,가로수 조성 확대,2027,2,2000,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,가로수 조성 확대,2028,0,0,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,가로수 조성 확대,2029,2,2000,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,가로수 조성 확대,2030,0,2000,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,가로수 조성 확대,2034,0,8000,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,경제림 조림사업,2025,1843,877,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,경제림 조림사업,2026,1843,877,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,경제림 조림사업,2027,1843,877,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,경제림 조림사업,2028,1843,877,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,경제림 조림사업,2029,1843,877,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,경제림 조림사업,2030,1843,877,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,경제림 조림사업,2034,1843,3508,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,공원조성 확대,2025,0,0,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,공원조성 확대,2026,0,0,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,공원조성 확대,2027,0,0,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,공원조성 확대,2028,0,0,,,,,,,,,,,,,,,,
충북,괴산군,충북 괴산군,흡수원,공원조성 확대,2029,0,0,,,,,,,,,,,,,,,,
