광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(신규가입 가구수),2026,54,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(신규가입 가구수),2027,54,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(신규가입 가구수),2028,43,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(신규가입 가구수),2029,43,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(신규가입 가구수),2030,32,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(신규가입 가구수),2034,161,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(전력 사용 절감량),2025,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(전력 사용 절감량),2026,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(전력 사용 절감량),2027,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(전력 사용 절감량),2028,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(전력 사용 절감량),2029,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(전력 사용 절감량),2030,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,건물,탄소중립포인트제 운영(전력 사용 절감량),2034,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,구내식당 채식하는 날 운영,2025,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,구내식당 채식하는 날 운영,2026,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,구내식당 채식하는 날 운영,2027,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,구내식당 채식하는 날 운영,2028,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,구내식당 채식하는 날 운영,2029,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,구내식당 채식하는 날 운영,2030,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,구내식당 채식하는 날 운영,2034,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,도시농업 활성화 지원,2025,0,30,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,도시농업 활성화 지원,2026,0,20,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,도시농업 활성화 지원,2027,0,20,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,도시농업 활성화 지원,2028,0,20,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,도시농업 활성화 지원,2029,0,20,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,도시농업 활성화 지원,2030,0,20,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,도시농업 활성화 지원,2034,0,80,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,먹거리 종합체계(푸드플랜) 구축 기반 조성,2025,0,10,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,먹거리 종합체계(푸드플랜) 구축 기반 조성,2026,0,10,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,먹거리 종합체계(푸드플랜) 구축 기반 조성,2027,0,10,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,먹거리 종합체계(푸드플랜) 구축 기반 조성,2028,0,10,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,먹거리 종합체계(푸드플랜) 구축 기반 조성,2029,0,10,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,먹거리 종합체계(푸드플랜) 구축 기반 조성,2030,0,10,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,먹거리 종합체계(푸드플랜) 구축 기반 조성,2034,0,40,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,저탄소 채식 식단의 날 운영,2025,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,저탄소 채식 식단의 날 운영,2026,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,저탄소 채식 식단의 날 운영,2027,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,저탄소 채식 식단의 날 운영,2028,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,저탄소 채식 식단의 날 운영,2029,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,저탄소 채식 식단의 날 운영,2030,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,저탄소 채식 식단의 날 운영,2034,1,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 농업 생산기반 확충,2025,27,725,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 농업 생산기반 확충,2026,27,725,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 농업 생산기반 확충,2027,27,725,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 농업 생산기반 확충,2028,27,725,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 농업 생산기반 확충,2029,27,725,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 농업 생산기반 확충,2030,28,730,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 농업 생산기반 확충,2034,114,2920,,,,,,,,,,,,,,,,,,
