광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원)
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (교통카드 할인 손실보장),2029,1073,170
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (교통카드 할인 손실보장),2030,"1,151 ",0
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (교통카드 할인 손실보장),2034,4604,0
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (알뜰교통카드 마일리지 플러스),2025,970,2
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (알뜰교통카드 마일리지 플러스),2026,995,2
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (알뜰교통카드 마일리지 플러스),2027,1021,3
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (알뜰교통카드 마일리지 플러스),2028,1047,3
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (알뜰교통카드 마일리지 플러스),2029,1073,3
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (알뜰교통카드 마일리지 플러스),2030,"1,151 ",0
강원,홍천군,강원 홍천군,수송,대중교통 활성화 사업 (알뜰교통카드 마일리지 플러스),2034,4604,0
강원,홍천군,강원 홍천군,수송,"수소차 보급사업(승용차, 버스)",2025,9,345
강원,홍천군,강원 홍천군,수송,"수소차 보급사업(승용차, 버스)",2026,18,345
강원,홍천군,강원 홍천군,수송,"수소차 보급사업(승용차, 버스)",2027,28,345
강원,홍천군,강원 홍천군,수송,"수소차 보급사업(승용차, 버스)",2028,37,345
강원,홍천군,강원 홍천군,수송,"수소차 보급사업(승용차, 버스)",2029,46,345
강원,홍천군,강원 홍천군,수송,"수소차 보급사업(승용차, 버스)",2030,74 ,0
강원,홍천군,강원 홍천군,수송,"수소차 보급사업(승용차, 버스)",2034,296,0
강원,홍천군,강원 홍천군,수송,어르신 농어촌 버스 무료 이용지원,2025,970,500
강원,홍천군,강원 홍천군,수송,어르신 농어촌 버스 무료 이용지원,2026,995,600
강원,홍천군,강원 홍천군,수송,어르신 농어촌 버스 무료 이용지원,2027,1021,700
강원,홍천군,강원 홍천군,수송,어르신 농어촌 버스 무료 이용지원,2028,1047,800
강원,홍천군,강원 홍천군,수송,어르신 농어촌 버스 무료 이용지원,2029,1073,900
강원,홍천군,강원 홍천군,수송,어르신 농어촌 버스 무료 이용지원,2030,"1,151 ",0
강원,홍천군,강원 홍천군,수송,어르신 농어촌 버스 무료 이용지원,2034,4604,0
강원,홍천군,강원 홍천군,수송,어린이통학 차량 LPG차 전환,2025,0,3
강원,홍천군,강원 홍천군,수송,어린이통학 차량 LPG차 전환,2026,0,3
강원,홍천군,강원 홍천군,수송,어린이통학 차량 LPG차 전환,2027,0,3
강원,홍천군,강원 홍천군,수송,어린이통학 차량 LPG차 전환,2028,1,3
강원,홍천군,강원 홍천군,수송,어린이통학 차량 LPG차 전환,2029,1,3
강원,홍천군,강원 홍천군,수송,어린이통학 차량 LPG차 전환,2030,5 ,0
강원,홍천군,강원 홍천군,수송,어린이통학 차량 LPG차 전환,2034,0,0
강원,홍천군,강원 홍천군,수송,자동차 공회전 규제,2025,0,0
강원,홍천군,강원 홍천군,수송,자동차 공회전 규제,2026,0,0
강원,홍천군,강원 홍천군,수송,자동차 공회전 규제,2027,0,0
강원,홍천군,강원 홍천군,수송,자동차 공회전 규제,2028,0,0
강원,홍천군,강원 홍천군,수송,자동차 공회전 규제,2029,0,0
강원,홍천군,강원 홍천군,수송,자동차 공회전 규제,2030,0 ,0
강원,홍천군,강원 홍천군,수송,자동차 공회전 규제,2034,0,0
강원,홍천군,강원 홍천군,수송,자동차 탄소포인트제 인센티브 제공,2025,7,1
강원,홍천군,강원 홍천군,수송,자동차 탄소포인트제 인센티브 제공,2026,7,1
강원,홍천군,강원 홍천군,수송,자동차 탄소포인트제 인센티브 제공,2027,7,1
강원,홍천군,강원 홍천군,수송,자동차 탄소포인트제 인센티브 제공,2028,7,1
강원,홍천군,강원 홍천군,수송,자동차 탄소포인트제 인센티브 제공,2029,7,1
강원,홍천군,강원 홍천군,수송,자동차 탄소포인트제 인센티브 제공,2030,7 ,0
강원,홍천군,강원 홍천군,수송,자동차 탄소포인트제 인센티브 제공,2034,28,0
강원,홍천군,강원 홍천군,수송,저상버스/친환경차 구입 보조금 사업,2025,4,450
강원,홍천군,강원 홍천군,수송,저상버스/친환경차 구입 보조금 사업,2026,3,360
강원,홍천군,강원 홍천군,수송,저상버스/친환경차 구입 보조금 사업,2027,1,180
강원,홍천군,강원 홍천군,수송,저상버스/친환경차 구입 보조금 사업,2028,1,180
강원,홍천군,강원 홍천군,수송,저상버스/친환경차 구입 보조금 사업,2029,1,180
강원,홍천군,강원 홍천군,수송,저상버스/친환경차 구입 보조금 사업,2030,"1,151 ",0
강원,홍천군,강원 홍천군,수송,저상버스/친환경차 구입 보조금 사업,2034,4604,0
강원,홍천군,강원 홍천군,수송,"전기차 보급사업 (승용차, 화물차)",2025,339,3247
강원,홍천군,강원 홍천군,수송,"전기차 보급사업 (승용차, 화물차)",2026,679,3247
강원,홍천군,강원 홍천군,수송,"전기차 보급사업 (승용차, 화물차)",2027,1018,3247
강원,홍천군,강원 홍천군,수송,"전기차 보급사업 (승용차, 화물차)",2028,1358,3247
강원,홍천군,강원 홍천군,수송,"전기차 보급사업 (승용차, 화물차)",2029,1697,3247
강원,홍천군,강원 홍천군,수송,"전기차 보급사업 (승용차, 화물차)",2030,"2,716 ",0
강원,홍천군,강원 홍천군,수송,"전기차 보급사업 (승용차, 화물차)",2034,10864,0
강원,홍천군,강원 홍천군,수송,전기차 충전 인프라구축,2025,0,0
강원,홍천군,강원 홍천군,수송,전기차 충전 인프라구축,2026,0,0
강원,홍천군,강원 홍천군,수송,전기차 충전 인프라구축,2027,0,0
강원,홍천군,강원 홍천군,수송,전기차 충전 인프라구축,2028,0,0
강원,홍천군,강원 홍천군,수송,전기차 충전 인프라구축,2029,0,0
강원,홍천군,강원 홍천군,수송,전기차 충전 인프라구축,2030,0 ,0
강원,홍천군,강원 홍천군,수송,전기차 충전 인프라구축,2034,0,0
강원,홍천군,강원 홍천군,전환,가정/ 공공건물 지열발전 설비설치,2025,217,750
강원,홍천군,강원 홍천군,전환,가정/ 공공건물 지열발전 설비설치,2026,434,750
강원,홍천군,강원 홍천군,전환,가정/ 공공건물 지열발전 설비설치,2027,650,750
강원,홍천군,강원 홍천군,전환,가정/ 공공건물 지열발전 설비설치,2028,867,750
강원,홍천군,강원 홍천군,전환,가정/ 공공건물 지열발전 설비설치,2029,1084,750
강원,홍천군,강원 홍천군,전환,가정/ 공공건물 지열발전 설비설치,2030,"1,735 ",0
강원,홍천군,강원 홍천군,전환,가정/ 공공건물 지열발전 설비설치,2034,6940,0
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양광),2025,185,600
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양광),2026,370,600
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양광),2027,555,600
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양광),2028,740,600
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양광),2029,926,600
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양광),2030,"1,481 ",0
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양광),2034,5924,0
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양열),2025,9,35
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양열),2026,17,35
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양열),2027,26,35
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양열),2028,34,35
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양열),2029,43,35
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양열),2030,68 ,0
강원,홍천군,강원 홍천군,전환,가정/공공건물 태양광 발전 설비 설치(태양열),2034,272,0
강원,홍천군,강원 홍천군,폐기물,스티로폼 재활용 사업,2025,0,0
강원,홍천군,강원 홍천군,폐기물,스티로폼 재활용 사업,2026,0,0
강원,홍천군,강원 홍천군,폐기물,스티로폼 재활용 사업,2027,0,0
강원,홍천군,강원 홍천군,폐기물,스티로폼 재활용 사업,2028,0,0
강원,홍천군,강원 홍천군,폐기물,스티로폼 재활용 사업,2029,0,0
강원,홍천군,강원 홍천군,폐기물,스티로폼 재활용 사업,2030,0.0 ,0
강원,홍천군,강원 홍천군,폐기물,스티로폼 재활용 사업,2034,0,0
강원,홍천군,강원 홍천군,폐기물,영농폐기물 수거/처리 활성화 (고형폐기물),2025,34,55
강원,홍천군,강원 홍천군,폐기물,영농폐기물 수거/처리 활성화 (고형폐기물),2026,34,55
강원,홍천군,강원 홍천군,폐기물,영농폐기물 수거/처리 활성화 (고형폐기물),2027,34,55
강원,홍천군,강원 홍천군,폐기물,영농폐기물 수거/처리 활성화 (고형폐기물),2028,34,55
강원,홍천군,강원 홍천군,폐기물,영농폐기물 수거/처리 활성화 (고형폐기물),2029,34,55
강원,홍천군,강원 홍천군,폐기물,영농폐기물 수거/처리 활성화 (고형폐기물),2030,171 ,0
강원,홍천군,강원 홍천군,폐기물,영농폐기물 수거/처리 활성화 (고형폐기물),2034,0,0
강원,홍천군,강원 홍천군,폐기물,음식물류 폐기물 감량화 사업(RFID 시스템 도입),2025,28,10
강원,홍천군,강원 홍천군,폐기물,음식물류 폐기물 감량화 사업(RFID 시스템 도입),2026,57,20
강원,홍천군,강원 홍천군,폐기물,음식물류 폐기물 감량화 사업(RFID 시스템 도입),2027,86,30
강원,홍천군,강원 홍천군,폐기물,음식물류 폐기물 감량화 사업(RFID 시스템 도입),2028,116,30
강원,홍천군,강원 홍천군,폐기물,음식물류 폐기물 감량화 사업(RFID 시스템 도입),2029,146,30
강원,홍천군,강원 홍천군,폐기물,음식물류 폐기물 감량화 사업(RFID 시스템 도입),2030,235 ,0
강원,홍천군,강원 홍천군,폐기물,음식물류 폐기물 감량화 사업(RFID 시스템 도입),2034,940,0
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (교환사업),2025,0,2
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (교환사업),2026,0,2
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (교환사업),2027,0,2
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (교환사업),2028,0,2
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (교환사업),2029,0,2
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (교환사업),2030,0 ,0
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (교환사업),2034,0,0
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (무인회수기),2025,203,106
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (무인회수기),2026,203,150
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (무인회수기),2027,203,150
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (무인회수기),2028,203,150
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (무인회수기),2029,203,150
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (무인회수기),2030,203 ,0
강원,홍천군,강원 홍천군,폐기물,주민참여 재활용 활성화 (무인회수기),2034,812,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(비료),2025,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(비료),2026,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(비료),2027,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(비료),2028,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(비료),2029,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(비료),2030,0 ,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(비료),2034,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(전정),2025,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(전정),2026,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(전정),2027,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(전정),2028,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(전정),2029,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(전정),2030,0 ,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(전정),2034,0,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(풀베기),2025,0,150
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(풀베기),2026,0,210
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(풀베기),2027,0,210
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(풀베기),2028,0,210
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(풀베기),2029,0,210
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(풀베기),2030,0 ,0
강원,홍천군,강원 홍천군,흡수원,무궁화 유지 및 관리(풀베기),2034,0,0
강원,홍천군,강원 홍천군,흡수원,숲가꾸기,2025,2801,4854
강원,홍천군,강원 홍천군,흡수원,숲가꾸기,2026,5603,4854
강원,홍천군,강원 홍천군,흡수원,숲가꾸기,2027,8404,4854
강원,홍천군,강원 홍천군,흡수원,숲가꾸기,2028,11205,4854
강원,홍천군,강원 홍천군,흡수원,숲가꾸기,2029,14007,4854
강원,홍천군,강원 홍천군,흡수원,숲가꾸기,2030,"22,410",0
강원,홍천군,강원 홍천군,흡수원,숲가꾸기,2034,89640,0
강원,홍천군,강원 홍천군,흡수원,조림사업,2025,0,1671
강원,홍천군,강원 홍천군,흡수원,조림사업,2026,0,1671
강원,홍천군,강원 홍천군,흡수원,조림사업,2027,0,1671
강원,홍천군,강원 홍천군,흡수원,조림사업,2028,0,1671
강원,홍천군,강원 홍천군,흡수원,조림사업,2029,0,1671
강원,홍천군,강원 홍천군,흡수원,조림사업,2030,0,0
강원,홍천군,강원 홍천군,흡수원,조림사업,2034,0,0
강원,횡성군,강원 횡성군,건물,목재펠릿보일러·난로 지원사업,2025,74,49
강원,횡성군,강원 횡성군,건물,목재펠릿보일러·난로 지원사업,2026,148,49
강원,횡성군,강원 횡성군,건물,목재펠릿보일러·난로 지원사업,2027,222,49
강원,횡성군,강원 횡성군,건물,목재펠릿보일러·난로 지원사업,2028,296,49
강원,횡성군,강원 횡성군,건물,목재펠릿보일러·난로 지원사업,2029,370,49
강원,횡성군,강원 횡성군,건물,목재펠릿보일러·난로 지원사업,2030,445,0
강원,횡성군,강원 횡성군,건물,목재펠릿보일러·난로 지원사업,2034,2963,0
강원,횡성군,강원 횡성군,건물,신재생에너지융복합지원사업,2025,0,4500
강원,횡성군,강원 횡성군,건물,신재생에너지융복합지원사업,2026,0,4500
강원,횡성군,강원 횡성군,건물,신재생에너지융복합지원사업,2027,0,4500
강원,횡성군,강원 횡성군,건물,신재생에너지융복합지원사업,2028,0,4500
강원,횡성군,강원 횡성군,건물,신재생에너지융복합지원사업,2029,1,4500
강원,횡성군,강원 횡성군,건물,신재생에너지융복합지원사업,2030,1,0
강원,횡성군,강원 횡성군,건물,신재생에너지융복합지원사업,2034,4,0
강원,횡성군,강원 횡성군,건물,신재생에너지주택지원사업,2025,0,996
강원,횡성군,강원 횡성군,건물,신재생에너지주택지원사업,2026,0,423
강원,횡성군,강원 횡성군,건물,신재생에너지주택지원사업,2027,0,423
강원,횡성군,강원 횡성군,건물,신재생에너지주택지원사업,2028,0,423
강원,횡성군,강원 횡성군,건물,신재생에너지주택지원사업,2029,0,423
강원,횡성군,강원 횡성군,건물,신재생에너지주택지원사업,2030,0,0
강원,횡성군,강원 횡성군,건물,신재생에너지주택지원사업,2034,0,0
강원,횡성군,강원 횡성군,건물,탄소중립포인트운영,2025,96,40
강원,횡성군,강원 횡성군,건물,탄소중립포인트운영,2026,194,40
강원,횡성군,강원 횡성군,건물,탄소중립포인트운영,2027,292,40
강원,횡성군,강원 횡성군,건물,탄소중립포인트운영,2028,392,40
강원,횡성군,강원 횡성군,건물,탄소중립포인트운영,2029,492,40
강원,횡성군,강원 횡성군,건물,탄소중립포인트운영,2030,594,0
강원,횡성군,강원 횡성군,건물,탄소중립포인트운영,2034,4045,0
강원,횡성군,강원 횡성군,농축산,가축분뇨처리 안정화 및 자원화,2025,51,532
강원,횡성군,강원 횡성군,농축산,가축분뇨처리 안정화 및 자원화,2026,102,532
강원,횡성군,강원 횡성군,농축산,가축분뇨처리 안정화 및 자원화,2027,153,532
강원,횡성군,강원 횡성군,농축산,가축분뇨처리 안정화 및 자원화,2028,204,532
강원,횡성군,강원 횡성군,농축산,가축분뇨처리 안정화 및 자원화,2029,255,532
강원,횡성군,강원 횡성군,농축산,가축분뇨처리 안정화 및 자원화,2030,306,0
강원,횡성군,강원 횡성군,농축산,가축분뇨처리 안정화 및 자원화,2034,2040,0
강원,횡성군,강원 횡성군,농축산,영농부산물 안전처리 지원,2025,0,10500
강원,횡성군,강원 횡성군,농축산,영농부산물 안전처리 지원,2026,0,10500
강원,횡성군,강원 횡성군,농축산,영농부산물 안전처리 지원,2027,0,10500
강원,횡성군,강원 횡성군,농축산,영농부산물 안전처리 지원,2028,0,10500
강원,횡성군,강원 횡성군,농축산,영농부산물 안전처리 지원,2029,0,10500
강원,횡성군,강원 횡성군,농축산,영농부산물 안전처리 지원,2030,0,0
강원,횡성군,강원 횡성군,농축산,영농부산물 안전처리 지원,2034,0,0
강원,횡성군,강원 횡성군,농축산,저탄소농업 실천 경종농가 소득화 모델 현장실증 지원,2025,0,700
강원,횡성군,강원 횡성군,농축산,저탄소농업 실천 경종농가 소득화 모델 현장실증 지원,2026,0,1000
강원,횡성군,강원 횡성군,농축산,저탄소농업 실천 경종농가 소득화 모델 현장실증 지원,2027,0,1000
강원,횡성군,강원 횡성군,농축산,저탄소농업 실천 경종농가 소득화 모델 현장실증 지원,2028,0,1000
강원,횡성군,강원 횡성군,농축산,저탄소농업 실천 경종농가 소득화 모델 현장실증 지원,2029,0,1000
강원,횡성군,강원 횡성군,농축산,저탄소농업 실천 경종농가 소득화 모델 현장실증 지원,2030,0,0
강원,횡성군,강원 횡성군,농축산,저탄소농업 실천 경종농가 소득화 모델 현장실증 지원,2034,0,0
강원,횡성군,강원 횡성군,농축산,탄소중립 실천 최고품질 쌀 생산·공급 거점단지 조성,2025,0,100
강원,횡성군,강원 횡성군,농축산,탄소중립 실천 최고품질 쌀 생산·공급 거점단지 조성,2026,0,100
강원,횡성군,강원 횡성군,농축산,탄소중립 실천 최고품질 쌀 생산·공급 거점단지 조성,2027,0,100
강원,횡성군,강원 횡성군,농축산,탄소중립 실천 최고품질 쌀 생산·공급 거점단지 조성,2028,0,200
강원,횡성군,강원 횡성군,농축산,탄소중립 실천 최고품질 쌀 생산·공급 거점단지 조성,2029,0,200
강원,횡성군,강원 횡성군,농축산,탄소중립 실천 최고품질 쌀 생산·공급 거점단지 조성,2030,0,0
강원,횡성군,강원 횡성군,농축산,탄소중립 실천 최고품질 쌀 생산·공급 거점단지 조성,2034,0,0
강원,횡성군,강원 횡성군,수송,미래 모빌리티 거점 특화단지 조성,2025,0,12000
강원,횡성군,강원 횡성군,수송,미래 모빌리티 거점 특화단지 조성,2026,0,13000
강원,횡성군,강원 횡성군,수송,미래 모빌리티 거점 특화단지 조성,2027,0,14000
강원,횡성군,강원 횡성군,수송,미래 모빌리티 거점 특화단지 조성,2028,0,15000
강원,횡성군,강원 횡성군,수송,미래 모빌리티 거점 특화단지 조성,2029,0,16000
강원,횡성군,강원 횡성군,수송,미래 모빌리티 거점 특화단지 조성,2030,0,0
강원,횡성군,강원 횡성군,수송,미래 모빌리티 거점 특화단지 조성,2034,0,0
강원,횡성군,강원 횡성군,수송,비공용 완속충전기 보급지원,2025,0,24
강원,횡성군,강원 횡성군,수송,비공용 완속충전기 보급지원,2026,0,24
강원,횡성군,강원 횡성군,수송,비공용 완속충전기 보급지원,2027,0,12
강원,횡성군,강원 횡성군,수송,비공용 완속충전기 보급지원,2028,0,12
강원,횡성군,강원 횡성군,수송,비공용 완속충전기 보급지원,2029,0,12
강원,횡성군,강원 횡성군,수송,비공용 완속충전기 보급지원,2030,0,0
강원,횡성군,강원 횡성군,수송,비공용 완속충전기 보급지원,2034,0,0
강원,횡성군,강원 횡성군,수송,전기(EV)택시 구입 보조금 지원,2025,2,13
강원,횡성군,강원 횡성군,수송,전기(EV)택시 구입 보조금 지원,2026,5,20
강원,횡성군,강원 횡성군,수송,전기(EV)택시 구입 보조금 지원,2027,8,20
강원,횡성군,강원 횡성군,수송,전기(EV)택시 구입 보조금 지원,2028,11,20
강원,횡성군,강원 횡성군,수송,전기(EV)택시 구입 보조금 지원,2029,14,20
강원,횡성군,강원 횡성군,수송,전기(EV)택시 구입 보조금 지원,2030,17,0
강원,횡성군,강원 횡성군,수송,전기(EV)택시 구입 보조금 지원,2034,112,0
강원,횡성군,강원 횡성군,수송,지역생산 전기자동차 확대 보급,2025,11,13
강원,횡성군,강원 횡성군,수송,지역생산 전기자동차 확대 보급,2026,22,13
강원,횡성군,강원 횡성군,수송,지역생산 전기자동차 확대 보급,2027,32,13
강원,횡성군,강원 횡성군,수송,지역생산 전기자동차 확대 보급,2028,43,13
강원,횡성군,강원 횡성군,수송,지역생산 전기자동차 확대 보급,2029,54,13
강원,횡성군,강원 횡성군,수송,지역생산 전기자동차 확대 보급,2030,65,0
강원,횡성군,강원 횡성군,수송,지역생산 전기자동차 확대 보급,2034,431,0
강원,횡성군,강원 횡성군,수송,친환경자동차 보급사업,2025,155,4000
강원,횡성군,강원 횡성군,수송,친환경자동차 보급사업,2026,310,4000
강원,횡성군,강원 횡성군,수송,친환경자동차 보급사업,2027,466,4000
강원,횡성군,강원 횡성군,수송,친환경자동차 보급사업,2028,621,4000
강원,횡성군,강원 횡성군,수송,친환경자동차 보급사업,2029,636,4000
강원,횡성군,강원 횡성군,수송,친환경자동차 보급사업,2030,801,0
강원,횡성군,강원 횡성군,수송,친환경자동차 보급사업,2034,5843,0
강원,횡성군,강원 횡성군,폐기물,공공 열분해시설 설치 사업,2025,0,1000
강원,횡성군,강원 횡성군,폐기물,공공 열분해시설 설치 사업,2026,0,8340
강원,횡성군,강원 횡성군,폐기물,공공 열분해시설 설치 사업,2027,0,2000
강원,횡성군,강원 횡성군,폐기물,공공 열분해시설 설치 사업,2028,0,0
강원,횡성군,강원 횡성군,폐기물,공공 열분해시설 설치 사업,2029,0,0
강원,횡성군,강원 횡성군,폐기물,공공 열분해시설 설치 사업,2030,0,0
강원,횡성군,강원 횡성군,폐기물,공공 열분해시설 설치 사업,2034,0,0
강원,횡성군,강원 횡성군,폐기물,영농폐기물 수거사업,2025,2603,90
강원,횡성군,강원 횡성군,폐기물,영농폐기물 수거사업,2026,5206,100
강원,횡성군,강원 횡성군,폐기물,영농폐기물 수거사업,2027,7809,100
강원,횡성군,강원 횡성군,폐기물,영농폐기물 수거사업,2028,10412,100
강원,횡성군,강원 횡성군,폐기물,영농폐기물 수거사업,2029,13015,100
강원,횡성군,강원 횡성군,폐기물,영농폐기물 수거사업,2030,15618,0
강원,횡성군,강원 횡성군,폐기물,영농폐기물 수거사업,2034,72884,0
강원,횡성군,강원 횡성군,폐기물,재활용선별시 설 신규 설치 및 운영,2025,0,563
강원,횡성군,강원 횡성군,폐기물,재활용선별시 설 신규 설치 및 운영,2026,0,1030
강원,횡성군,강원 횡성군,폐기물,재활용선별시 설 신규 설치 및 운영,2027,0,2200
강원,횡성군,강원 횡성군,폐기물,재활용선별시 설 신규 설치 및 운영,2028,0,4432
강원,횡성군,강원 횡성군,폐기물,재활용선별시 설 신규 설치 및 운영,2029,0,1700
강원,횡성군,강원 횡성군,폐기물,재활용선별시 설 신규 설치 및 운영,2030,0,0
강원,횡성군,강원 횡성군,폐기물,재활용선별시 설 신규 설치 및 운영,2034,0,0
강원,횡성군,강원 횡성군,폐기물,통합바이오 가스(신재 생에너지) 생산 시스템 구축,2025,44,2954
강원,횡성군,강원 횡성군,폐기물,통합바이오 가스(신재 생에너지) 생산 시스템 구축,2026,79,12688
강원,횡성군,강원 횡성군,폐기물,통합바이오 가스(신재 생에너지) 생산 시스템 구축,2027,131,12688
강원,횡성군,강원 횡성군,폐기물,통합바이오 가스(신재 생에너지) 생산 시스템 구축,2028,175,12688
강원,횡성군,강원 횡성군,폐기물,통합바이오 가스(신재 생에너지) 생산 시스템 구축,2029,175,6780
강원,횡성군,강원 횡성군,폐기물,통합바이오 가스(신재 생에너지) 생산 시스템 구축,2030,0,0
강원,횡성군,강원 횡성군,폐기물,통합바이오 가스(신재 생에너지) 생산 시스템 구축,2034,0,0
강원,횡성군,강원 횡성군,흡수원,도시숲(녹색 쌈지숲) 조성사업,2025,1,200
강원,횡성군,강원 횡성군,흡수원,도시숲(녹색 쌈지숲) 조성사업,2026,1,0
강원,횡성군,강원 횡성군,흡수원,도시숲(녹색 쌈지숲) 조성사업,2027,1,100
강원,횡성군,강원 횡성군,흡수원,도시숲(녹색 쌈지숲) 조성사업,2028,1,0
강원,횡성군,강원 횡성군,흡수원,도시숲(녹색 쌈지숲) 조성사업,2029,2,100
강원,횡성군,강원 횡성군,흡수원,도시숲(녹색 쌈지숲) 조성사업,2030,2,0
강원,횡성군,강원 횡성군,흡수원,도시숲(녹색 쌈지숲) 조성사업,2034,14,0
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),2025,0,370
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),2026,0,340
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),2027,0,360
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),2028,0,230
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),2029,0,190
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),2030,0,350
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),2034,0,340
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),2025,243,100
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),2026,276,100
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),2027,309,100
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),2028,342,100
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),2029,374,100
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),2030,407,100
강원,영월군,강원 영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),2034,2152,1826
강원,영월군,강원 영월군,건물,친환경에너지센터 운영 및 활성화 추진,2025,0,77
강원,영월군,강원 영월군,건물,친환경에너지센터 운영 및 활성화 추진,2026,0,80
강원,영월군,강원 영월군,건물,친환경에너지센터 운영 및 활성화 추진,2027,0,80
