광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원)
강원,춘천시,강원 춘천시,건물,가정용 저녹스보일러 설치 지원,2025,245,21
강원,춘천시,강원 춘천시,건물,가정용 저녹스보일러 설치 지원,2026,245,21
강원,춘천시,강원 춘천시,건물,가정용 저녹스보일러 설치 지원,2027,245,21
강원,춘천시,강원 춘천시,건물,가정용 저녹스보일러 설치 지원,2028,245,21
강원,춘천시,강원 춘천시,건물,가정용 저녹스보일러 설치 지원,2029,245,21
강원,춘천시,강원 춘천시,건물,가정용 저녹스보일러 설치 지원,2030,245,21
강원,춘천시,강원 춘천시,건물,가정용 저녹스보일러 설치 지원,2034,980,84
강원,춘천시,강원 춘천시,건물,공공건축물 그린리모델링,2025,14,797
강원,춘천시,강원 춘천시,건물,공공건축물 그린리모델링,2026,28,800
강원,춘천시,강원 춘천시,건물,공공건축물 그린리모델링,2027,41,800
강원,춘천시,강원 춘천시,건물,공공건축물 그린리모델링,2028,55,800
강원,춘천시,강원 춘천시,건물,공공건축물 그린리모델링,2029,69,800
강원,춘천시,강원 춘천시,건물,공공건축물 그린리모델링,2030,83,800
강원,춘천시,강원 춘천시,건물,공공건축물 그린리모델링,2034,468,3200
강원,춘천시,강원 춘천시,건물,소양에너지페이사업,2025,0,206
강원,춘천시,강원 춘천시,건물,소양에너지페이사업,2026,0,206
강원,춘천시,강원 춘천시,건물,소양에너지페이사업,2027,0,206
강원,춘천시,강원 춘천시,건물,소양에너지페이사업,2028,0,206
강원,춘천시,강원 춘천시,건물,소양에너지페이사업,2029,0,206
강원,춘천시,강원 춘천시,건물,소양에너지페이사업,2030,0,206
강원,춘천시,강원 춘천시,건물,소양에너지페이사업,2034,0,824
강원,춘천시,강원 춘천시,건물,우리집 전기저금통 보급,2025,0,70
강원,춘천시,강원 춘천시,건물,우리집 전기저금통 보급,2026,0,70
강원,춘천시,강원 춘천시,건물,우리집 전기저금통 보급,2027,0,70
강원,춘천시,강원 춘천시,건물,우리집 전기저금통 보급,2028,0,70
강원,춘천시,강원 춘천시,건물,우리집 전기저금통 보급,2029,0,70
강원,춘천시,강원 춘천시,건물,우리집 전기저금통 보급,2030,0,70
강원,춘천시,강원 춘천시,건물,우리집 전기저금통 보급,2034,0,280
강원,춘천시,강원 춘천시,건물,탄소포인트제 운영,2025,21,56
강원,춘천시,강원 춘천시,건물,탄소포인트제 운영,2026,21,58
강원,춘천시,강원 춘천시,건물,탄소포인트제 운영,2027,21,60
강원,춘천시,강원 춘천시,건물,탄소포인트제 운영,2028,21,62
강원,춘천시,강원 춘천시,건물,탄소포인트제 운영,2029,21,64
강원,춘천시,강원 춘천시,건물,탄소포인트제 운영,2030,21,64
강원,춘천시,강원 춘천시,건물,탄소포인트제 운영,2034,84,256
강원,춘천시,강원 춘천시,농축산,조사료 생산기반 확충,2025,131,332
강원,춘천시,강원 춘천시,농축산,조사료 생산기반 확충,2026,131,332
강원,춘천시,강원 춘천시,농축산,조사료 생산기반 확충,2027,131,332
강원,춘천시,강원 춘천시,농축산,조사료 생산기반 확충,2028,131,332
강원,춘천시,강원 춘천시,농축산,조사료 생산기반 확충,2029,131,332
강원,춘천시,강원 춘천시,농축산,조사료 생산기반 확충,2030,131,332
강원,춘천시,강원 춘천시,농축산,조사료 생산기반 확충,2034,524,4328
강원,춘천시,강원 춘천시,수송,노후경유차 조기폐차 지원,2025,1191,2505
강원,춘천시,강원 춘천시,수송,노후경유차 조기폐차 지원,2026,1488,3427
강원,춘천시,강원 춘천시,수송,노후경유차 조기폐차 지원,2027,1488,3427
강원,춘천시,강원 춘천시,수송,노후경유차 조기폐차 지원,2028,1488,3427
강원,춘천시,강원 춘천시,수송,노후경유차 조기폐차 지원,2029,1488,3427
강원,춘천시,강원 춘천시,수송,노후경유차 조기폐차 지원,2030,1488,3427
강원,춘천시,강원 춘천시,수송,노후경유차 조기폐차 지원,2034,5952,13708
강원,춘천시,강원 춘천시,수송,대중교통 이용 활성화,2025,790,4260
강원,춘천시,강원 춘천시,수송,대중교통 이용 활성화,2026,1141,2032
강원,춘천시,강원 춘천시,수송,대중교통 이용 활성화,2027,1141,0
강원,춘천시,강원 춘천시,수송,대중교통 이용 활성화,2028,1448,1779
강원,춘천시,강원 춘천시,수송,대중교통 이용 활성화,2029,1668,1271
강원,춘천시,강원 춘천시,수송,대중교통 이용 활성화,2030,1843,1016
강원,춘천시,강원 춘천시,수송,대중교통 이용 활성화,2034,9129,4064
강원,춘천시,강원 춘천시,수송,수소전기차 보급 지원,2025,73,9368
강원,춘천시,강원 춘천시,수송,수소전기차 보급 지원,2026,151,9575
강원,춘천시,강원 춘천시,수송,수소전기차 보급 지원,2027,234,9748
강원,춘천시,강원 춘천시,수송,수소전기차 보급 지원,2028,322,9920
강원,춘천시,강원 춘천시,수송,수소전기차 보급 지원,2029,414,10092
강원,춘천시,강원 춘천시,수송,수소전기차 보급 지원,2030,507,10092
강원,춘천시,강원 춘천시,수송,수소전기차 보급 지원,2034,2950,40368
강원,춘천시,강원 춘천시,수송,어린이 통학차량 LPG차 전환 지원,2025,0,6
강원,춘천시,강원 춘천시,수송,어린이 통학차량 LPG차 전환 지원,2026,1,6
강원,춘천시,강원 춘천시,수송,어린이 통학차량 LPG차 전환 지원,2027,1,6
강원,춘천시,강원 춘천시,수송,어린이 통학차량 LPG차 전환 지원,2028,1,6
강원,춘천시,강원 춘천시,수송,어린이 통학차량 LPG차 전환 지원,2029,1,6
강원,춘천시,강원 춘천시,수송,어린이 통학차량 LPG차 전환 지원,2030,2,6
강원,춘천시,강원 춘천시,수송,어린이 통학차량 LPG차 전환 지원,2034,9,24
강원,춘천시,강원 춘천시,수송,자동차 탄소포인트제 운영,2025,95,24
강원,춘천시,강원 춘천시,수송,자동차 탄소포인트제 운영,2026,101,25
강원,춘천시,강원 춘천시,수송,자동차 탄소포인트제 운영,2027,107,26
강원,춘천시,강원 춘천시,수송,자동차 탄소포인트제 운영,2028,113,27
강원,춘천시,강원 춘천시,수송,자동차 탄소포인트제 운영,2029,119,28
강원,춘천시,강원 춘천시,수송,자동차 탄소포인트제 운영,2030,125,28
강원,춘천시,강원 춘천시,수송,자동차 탄소포인트제 운영,2034,558,112
강원,춘천시,강원 춘천시,수송,전기이륜차 보급 지원,2025,20,48
강원,춘천시,강원 춘천시,수송,전기이륜차 보급 지원,2026,39,48
강원,춘천시,강원 춘천시,수송,전기이륜차 보급 지원,2027,59,48
강원,춘천시,강원 춘천시,수송,전기이륜차 보급 지원,2028,78,48
강원,춘천시,강원 춘천시,수송,전기이륜차 보급 지원,2029,98,48
강원,춘천시,강원 춘천시,수송,전기이륜차 보급 지원,2030,117,48
강원,춘천시,강원 춘천시,수송,전기이륜차 보급 지원,2034,663,192
강원,춘천시,강원 춘천시,수송,전기자동차 보급 지원,2025,679,7654
강원,춘천시,강원 춘천시,수송,전기자동차 보급 지원,2026,1358,7654
강원,춘천시,강원 춘천시,수송,전기자동차 보급 지원,2027,2037,7654
강원,춘천시,강원 춘천시,수송,전기자동차 보급 지원,2028,2716,7654
강원,춘천시,강원 춘천시,수송,전기자동차 보급 지원,2029,3395,7654
강원,춘천시,강원 춘천시,수송,전기자동차 보급 지원,2030,4074,7654
강원,춘천시,강원 춘천시,수송,전기자동차 보급 지원,2034,23086,30616
강원,춘천시,강원 춘천시,수송,전기자전거 구입 보조금 지원,2025,1,50
강원,춘천시,강원 춘천시,수송,전기자전거 구입 보조금 지원,2026,3,50
강원,춘천시,강원 춘천시,수송,전기자전거 구입 보조금 지원,2027,4,50
강원,춘천시,강원 춘천시,수송,전기자전거 구입 보조금 지원,2028,6,50
강원,춘천시,강원 춘천시,수송,전기자전거 구입 보조금 지원,2029,7,50
강원,춘천시,강원 춘천시,수송,전기자전거 구입 보조금 지원,2030,8,50
강원,춘천시,강원 춘천시,수송,전기자전거 구입 보조금 지원,2034,47,200
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(지열),2025,103,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(지열),2026,227,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(지열),2027,351,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(지열),2028,475,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(지열),2029,599,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(지열),2030,723,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(지열),2034,4130,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양광),2025,309,1500
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양광),2026,679,1920
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양광),2027,1049,1920
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양광),2028,1419,1920
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양광),2029,1789,1920
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양광),2030,2160,1920
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양광),2034,12340,7680
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양열),2025,29,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양열),2026,86,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양열),2027,143,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양열),2028,200,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양열),2029,257,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양열),2030,314,0
강원,춘천시,강원 춘천시,전환,공공시설 신재생에너지 설치확대(태양열),2034,1824,0
강원,춘천시,강원 춘천시,전환,수열에너지 융복합클러스터 조성,2025,0,53900
강원,춘천시,강원 춘천시,전환,수열에너지 융복합클러스터 조성,2026,0,48500
강원,춘천시,강원 춘천시,전환,수열에너지 융복합클러스터 조성,2027,0,60400
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(지열),2025,192,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(지열),2026,337,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(지열),2027,481,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(지열),2028,626,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(지열),2029,770,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(지열),2030,915,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(지열),2034,5105,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양광),2025,339,2042
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양광),2026,709,2120
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양광),2027,1079,2120
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양광),2028,1449,2120
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양광),2029,1820,2120
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양광),2030,2190,2120
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양광),2034,12340,8480
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양열),2025,2,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양열),2026,10,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양열),2027,19,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양열),2028,27,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양열),2029,36,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양열),2030,44,0
강원,춘천시,강원 춘천시,전환,신재생에너지 보급(태양열),2034,1824,0
강원,춘천시,강원 춘천시,폐기물,공공열분해시설 설치,2025,9490,4140
강원,춘천시,강원 춘천시,폐기물,공공열분해시설 설치,2026,9490,0
강원,춘천시,강원 춘천시,폐기물,공공열분해시설 설치,2027,9490,0
강원,춘천시,강원 춘천시,폐기물,공공열분해시설 설치,2028,9490,5500
강원,춘천시,강원 춘천시,폐기물,공공열분해시설 설치,2029,9490,0
강원,춘천시,강원 춘천시,폐기물,공공열분해시설 설치,2030,9490,0
강원,춘천시,강원 춘천시,폐기물,공공열분해시설 설치,2034,37960,0
강원,춘천시,강원 춘천시,폐기물,음식물류폐기물 자원화시설 설치,2025,13,5039
강원,춘천시,강원 춘천시,폐기물,음식물류폐기물 자원화시설 설치,2026,13,24891
강원,춘천시,강원 춘천시,폐기물,음식물류폐기물 자원화시설 설치,2027,13,24891
강원,춘천시,강원 춘천시,폐기물,음식물류폐기물 자원화시설 설치,2028,13,24891
강원,춘천시,강원 춘천시,폐기물,음식물류폐기물 자원화시설 설치,2029,13,25663
강원,춘천시,강원 춘천시,폐기물,자원재활용 활성화,2025,0,70
강원,춘천시,강원 춘천시,폐기물,자원재활용 활성화,2026,0,70
강원,춘천시,강원 춘천시,폐기물,자원재활용 활성화,2027,0,70
강원,춘천시,강원 춘천시,폐기물,자원재활용 활성화,2028,0,70
강원,춘천시,강원 춘천시,폐기물,자원재활용 활성화,2029,0,70
강원,춘천시,강원 춘천시,폐기물,자원재활용 활성화,2030,0,70
강원,춘천시,강원 춘천시,폐기물,자원재활용 활성화,2034,0,70
강원,춘천시,강원 춘천시,폐기물,제로웨이스트 활성화 보조,2025,915,200
강원,춘천시,강원 춘천시,폐기물,제로웨이스트 활성화 보조,2026,915,200
강원,춘천시,강원 춘천시,폐기물,제로웨이스트 활성화 보조,2027,915,200
강원,춘천시,강원 춘천시,폐기물,제로웨이스트 활성화 보조,2028,915,200
강원,춘천시,강원 춘천시,폐기물,제로웨이스트 활성화 보조,2029,915,200
강원,춘천시,강원 춘천시,폐기물,제로웨이스트 활성화 보조,2030,915,200
강원,춘천시,강원 춘천시,폐기물,제로웨이스트 활성화 보조,2034,3660,800
강원,춘천시,강원 춘천시,흡수원,도시숲조성사업,2025,19,685
강원,춘천시,강원 춘천시,흡수원,도시숲조성사업,2026,37,300
강원,춘천시,강원 춘천시,흡수원,도시숲조성사업,2027,56,300
강원,춘천시,강원 춘천시,흡수원,도시숲조성사업,2028,75,300
강원,춘천시,강원 춘천시,흡수원,도시숲조성사업,2029,94,300
강원,춘천시,강원 춘천시,흡수원,도시숲조성사업,2030,112,300
강원,춘천시,강원 춘천시,흡수원,도시숲조성사업,2034,636,1200
강원,춘천시,강원 춘천시,흡수원,시민참여도시숲가꾸기,2025,7,15
강원,춘천시,강원 춘천시,흡수원,시민참여도시숲가꾸기,2026,20,30
강원,춘천시,강원 춘천시,흡수원,시민참여도시숲가꾸기,2027,33,30
강원,춘천시,강원 춘천시,흡수원,시민참여도시숲가꾸기,2028,46,30
강원,춘천시,강원 춘천시,흡수원,시민참여도시숲가꾸기,2029,60,30
강원,춘천시,강원 춘천시,흡수원,시민참여도시숲가꾸기,2030,73,30
강원,춘천시,강원 춘천시,흡수원,시민참여도시숲가꾸기,2034,424,120
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(녹지),2025,0,2500
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(녹지),2026,0,5946
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(녹지),2027,1080,5944
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(녹지),2028,1080,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(녹지),2029,1080,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(녹지),2030,1080,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(녹지),2034,4320,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(습지),2027,3510,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(습지),2028,3510,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(습지),2029,3510,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(습지),2030,3510,0
강원,춘천시,강원 춘천시,흡수원,춘천호수지방정원조성(습지),2034,14040,0
강원,원주시,강원 원주시,건물,가정용 친환경보일러 설치 지원,2025,27,30
강원,원주시,강원 원주시,건물,가정용 친환경보일러 설치 지원,2026,27,30
강원,원주시,강원 원주시,건물,가정용 친환경보일러 설치 지원,2027,32,36
강원,원주시,강원 원주시,건물,가정용 친환경보일러 설치 지원,2028,32,36
강원,원주시,강원 원주시,건물,가정용 친환경보일러 설치 지원,2029,38,42
강원,원주시,강원 원주시,건물,가정용 친환경보일러 설치 지원,2030,38,210
강원,원주시,강원 원주시,건물,가정용 친환경보일러 설치 지원,2034,150,0
강원,원주시,강원 원주시,건물,도로조명 설치 및 유지보수,2025,35,2000
강원,원주시,강원 원주시,건물,도로조명 설치 및 유지보수,2026,35,2000
강원,원주시,강원 원주시,건물,도로조명 설치 및 유지보수,2027,35,2000
강원,원주시,강원 원주시,건물,도로조명 설치 및 유지보수,2028,35,2000
강원,원주시,강원 원주시,건물,도로조명 설치 및 유지보수,2029,35,2000
강원,원주시,강원 원주시,건물,도로조명 설치 및 유지보수,2030,18,22000
강원,원주시,강원 원주시,건물,도로조명 설치 및 유지보수,2034,70,5500
강원,원주시,강원 원주시,건물,도시가스 공급지원,2025,45,600
강원,원주시,강원 원주시,건물,도시가스 공급지원,2026,45,600
강원,원주시,강원 원주시,건물,도시가스 공급지원,2027,45,600
강원,원주시,강원 원주시,건물,도시가스 공급지원,2028,45,600
강원,원주시,강원 원주시,건물,도시가스 공급지원,2029,45,600
강원,원주시,강원 원주시,건물,도시가스 공급지원,2030,45,12000
강원,원주시,강원 원주시,건물,도시가스 공급지원,2034,180,0
강원,원주시,강원 원주시,건물,목재펠릿보일러 보급,2025,43,29
강원,원주시,강원 원주시,건물,목재펠릿보일러 보급,2026,43,29
강원,원주시,강원 원주시,건물,목재펠릿보일러 보급,2027,43,29
강원,원주시,강원 원주시,건물,목재펠릿보일러 보급,2028,43,29
강원,원주시,강원 원주시,건물,목재펠릿보일러 보급,2029,43,29
강원,원주시,강원 원주시,건물,목재펠릿보일러 보급,2030,43,73
강원,원주시,강원 원주시,건물,목재펠릿보일러 보급,2034,172.8,292
강원,원주시,강원 원주시,건물,탄소중립포인트 에너지 운영,2025,3863,180
강원,원주시,강원 원주시,건물,탄소중립포인트 에너지 운영,2026,5361,180
강원,원주시,강원 원주시,건물,탄소중립포인트 에너지 운영,2027,6966,180
강원,원주시,강원 원주시,건물,탄소중립포인트 에너지 운영,2028,8678,180
강원,원주시,강원 원주시,건물,탄소중립포인트 에너지 운영,2029,9641,180
강원,원주시,강원 원주시,건물,탄소중립포인트 에너지 운영,2030,10604,450
강원,원주시,강원 원주시,건물,탄소중립포인트 에너지 운영,2034,47209.6,1800
강원,원주시,강원 원주시,농축산,다회용기 재사용 활성화,2025,13,200
강원,원주시,강원 원주시,농축산,다회용기 재사용 활성화,2026,13,200
강원,원주시,강원 원주시,농축산,다회용기 재사용 활성화,2027,0,0
강원,원주시,강원 원주시,농축산,다회용기 재사용 활성화,2028,0,0
강원,원주시,강원 원주시,농축산,다회용기 재사용 활성화,2029,0,0
강원,원주시,강원 원주시,농축산,다회용기 재사용 활성화,2030,0,0
강원,원주시,강원 원주시,농축산,다회용기 재사용 활성화,2034,0,0
강원,원주시,강원 원주시,농축산,유기질비료 지원사업,2025,169,1559
강원,원주시,강원 원주시,농축산,유기질비료 지원사업,2026,169,1559
강원,원주시,강원 원주시,농축산,유기질비료 지원사업,2027,169,1559
강원,원주시,강원 원주시,농축산,유기질비료 지원사업,2028,169,1559
강원,원주시,강원 원주시,농축산,유기질비료 지원사업,2029,169,1559
강원,원주시,강원 원주시,농축산,유기질비료 지원사업,2030,169,3898
강원,원주시,강원 원주시,농축산,유기질비료 지원사업,2034,675.6,15592
강원,원주시,강원 원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2025,248,540
강원,원주시,강원 원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2026,248,400
강원,원주시,강원 원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2027,248,400
강원,원주시,강원 원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2028,248,400
강원,원주시,강원 원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2029,248,400
강원,원주시,강원 원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2030,248,1000
강원,원주시,강원 원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2034,990,4000
강원,원주시,강원 원주시,농축산,친환경농업 고품질쌀 생산 지원,2025,5,45
강원,원주시,강원 원주시,농축산,친환경농업 고품질쌀 생산 지원,2026,5,45
강원,원주시,강원 원주시,농축산,친환경농업 고품질쌀 생산 지원,2027,5,45
강원,원주시,강원 원주시,농축산,친환경농업 고품질쌀 생산 지원,2028,5,45
강원,원주시,강원 원주시,농축산,친환경농업 고품질쌀 생산 지원,2029,5,45
강원,원주시,강원 원주시,농축산,친환경농업 고품질쌀 생산 지원,2030,5,225
강원,원주시,강원 원주시,농축산,친환경농업 고품질쌀 생산 지원,2034,19.6,0
강원,원주시,강원 원주시,농축산,친환경농업 소득보전직불제,2025,6,50
강원,원주시,강원 원주시,농축산,친환경농업 소득보전직불제,2026,6,50
강원,원주시,강원 원주시,농축산,친환경농업 소득보전직불제,2027,6,50
강원,원주시,강원 원주시,농축산,친환경농업 소득보전직불제,2028,6,50
강원,원주시,강원 원주시,농축산,친환경농업 소득보전직불제,2029,6,50
강원,원주시,강원 원주시,농축산,친환경농업 소득보전직불제,2030,6,125
강원,원주시,강원 원주시,농축산,친환경농업 소득보전직불제,2034,25.2,500
강원,원주시,강원 원주시,농축산,친환경농업 유박비료 지원,2025,14,180
강원,원주시,강원 원주시,농축산,친환경농업 유박비료 지원,2026,14,180
강원,원주시,강원 원주시,농축산,친환경농업 유박비료 지원,2027,14,180
강원,원주시,강원 원주시,농축산,친환경농업 유박비료 지원,2028,14,180
강원,원주시,강원 원주시,농축산,친환경농업 유박비료 지원,2029,14,180
강원,원주시,강원 원주시,농축산,친환경농업 유박비료 지원,2030,14,450
강원,원주시,강원 원주시,농축산,친환경농업 유박비료 지원,2034,55.6,1800
강원,원주시,강원 원주시,농축산,토양개량제 지원,2025,913,360
강원,원주시,강원 원주시,농축산,토양개량제 지원,2026,913,360
강원,원주시,강원 원주시,농축산,토양개량제 지원,2027,913,360
강원,원주시,강원 원주시,농축산,토양개량제 지원,2028,913,360
강원,원주시,강원 원주시,농축산,토양개량제 지원,2029,913,360
강원,원주시,강원 원주시,농축산,토양개량제 지원,2030,913,900
강원,원주시,강원 원주시,농축산,토양개량제 지원,2034,3652,3600
강원,원주시,강원 원주시,수송,대중교통비 환급 지원 사업(K-패스),2025,1,600
강원,원주시,강원 원주시,수송,대중교통비 환급 지원 사업(K-패스),2026,2,600
강원,원주시,강원 원주시,수송,대중교통비 환급 지원 사업(K-패스),2027,2,600
강원,원주시,강원 원주시,수송,대중교통비 환급 지원 사업(K-패스),2028,2,600
강원,원주시,강원 원주시,수송,대중교통비 환급 지원 사업(K-패스),2029,3,600
강원,원주시,강원 원주시,수송,대중교통비 환급 지원 사업(K-패스),2030,3,1500
강원,원주시,강원 원주시,수송,대중교통비 환급 지원 사업(K-패스),2034,18.4,6000
강원,원주시,강원 원주시,수송,수소전기자동차 보급(승용차),2025,564,6730
강원,원주시,강원 원주시,수송,수소전기자동차 보급(승용차),2026,564,6730
강원,원주시,강원 원주시,수송,수소전기자동차 보급(승용차),2027,564,6730
강원,원주시,강원 원주시,수송,수소전기자동차 보급(승용차),2028,564,6730
강원,원주시,강원 원주시,수송,수소전기자동차 보급(승용차),2029,564,6730
강원,원주시,강원 원주시,수송,수소전기자동차 보급(승용차),2030,564,16825
강원,원주시,강원 원주시,수송,수소전기자동차 보급(승용차),2034,2256,67300
강원,원주시,강원 원주시,수송,어린이 통학차량 LPG차 전환 지원,2025,1,15
강원,원주시,강원 원주시,수송,어린이 통학차량 LPG차 전환 지원,2026,0,0
강원,원주시,강원 원주시,수송,어린이 통학차량 LPG차 전환 지원,2027,0,0
강원,원주시,강원 원주시,수송,어린이 통학차량 LPG차 전환 지원,2028,0,0
강원,원주시,강원 원주시,수송,어린이 통학차량 LPG차 전환 지원,2029,0,0
강원,원주시,강원 원주시,수송,어린이 통학차량 LPG차 전환 지원,2030,0,0
강원,원주시,강원 원주시,수송,어린이 통학차량 LPG차 전환 지원,2034,0,0
강원,원주시,강원 원주시,수송,운행경유차 배출가스 저감(조기폐차),2025,5136,4600
강원,원주시,강원 원주시,수송,운행경유차 배출가스 저감(조기폐차),2026,3857,3000
강원,원주시,강원 원주시,수송,운행경유차 배출가스 저감(조기폐차),2027,3004,2000
강원,원주시,강원 원주시,수송,운행경유차 배출가스 저감(조기폐차),2028,2152,2000
강원,원주시,강원 원주시,수송,운행경유차 배출가스 저감(조기폐차),2029,1726,2000
강원,원주시,강원 원주시,수송,운행경유차 배출가스 저감(조기폐차),2030,1299,2000
강원,원주시,강원 원주시,수송,운행경유차 배출가스 저감(조기폐차),2034,3492,8000
강원,원주시,강원 원주시,수송,원주천르네상스사업,2025,2,300
강원,원주시,강원 원주시,수송,원주천르네상스사업,2026,0,0
강원,원주시,강원 원주시,수송,원주천르네상스사업,2027,0,0
강원,원주시,강원 원주시,수송,원주천르네상스사업,2028,0,0
강원,원주시,강원 원주시,수송,원주천르네상스사업,2029,0,0
강원,원주시,강원 원주시,수송,원주천르네상스사업,2030,0,0
강원,원주시,강원 원주시,수송,원주천르네상스사업,2034,0,0
강원,원주시,강원 원주시,수송,자전거 이용시설 설치 및 정비,2025,4,150
강원,원주시,강원 원주시,수송,자전거 이용시설 설치 및 정비,2026,4,150
강원,원주시,강원 원주시,수송,자전거 이용시설 설치 및 정비,2027,4,150
강원,원주시,강원 원주시,수송,자전거 이용시설 설치 및 정비,2028,4,150
강원,원주시,강원 원주시,수송,자전거 이용시설 설치 및 정비,2029,4,150
강원,원주시,강원 원주시,수송,자전거 이용시설 설치 및 정비,2030,4,380
강원,원주시,강원 원주시,수송,자전거 이용시설 설치 및 정비,2034,15.2,1520
강원,원주시,강원 원주시,수송,전기이륜차 보급,2025,7,80
강원,원주시,강원 원주시,수송,전기이륜차 보급,2026,7,80
강원,원주시,강원 원주시,수송,전기이륜차 보급,2027,7,80
강원,원주시,강원 원주시,수송,전기이륜차 보급,2028,7,80
강원,원주시,강원 원주시,수송,전기이륜차 보급,2029,7,80
강원,원주시,강원 원주시,수송,전기이륜차 보급,2030,7,400
강원,원주시,강원 원주시,수송,전기이륜차 보급,2034,26,0
강원,원주시,강원 원주시,수송,전기자동차 보급(승용차),2025,599,7440
강원,원주시,강원 원주시,수송,전기자동차 보급(승용차),2026,599,7440
강원,원주시,강원 원주시,수송,전기자동차 보급(승용차),2027,599,7440
강원,원주시,강원 원주시,수송,전기자동차 보급(승용차),2028,599,7440
강원,원주시,강원 원주시,수송,전기자동차 보급(승용차),2029,599,7440
강원,원주시,강원 원주시,수송,전기자동차 보급(승용차),2030,599,18600
강원,원주시,강원 원주시,수송,전기자동차 보급(승용차),2034,2396,74400
강원,원주시,강원 원주시,수송,전기자전거 보급,2025,1,15
강원,원주시,강원 원주시,수송,전기자전거 보급,2026,1,15
강원,원주시,강원 원주시,수송,전기자전거 보급,2027,1,15
강원,원주시,강원 원주시,수송,전기자전거 보급,2028,1,15
강원,원주시,강원 원주시,수송,전기자전거 보급,2029,1,15
강원,원주시,강원 원주시,수송,전기자전거 보급,2030,1,38
강원,원주시,강원 원주시,수송,전기자전거 보급,2034,2.8,152
강원,원주시,강원 원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2025,290,1021
