광역,지역명,구분,사업명,온실가스감축량_합계_톤,예산_합계_백만원
강원,강릉시,건물,가로등 에너지효율화 사업,1040.0,200.0
강원,강릉시,건물,단독주택 도시가스 보급확대,2070.0,4800.0
강원,강릉시,건물,목재펠릿 보일러 보급,500.0,160.0
강원,강릉시,건물,읍면동 가로·보안등 조도개선 사업,1040.0,200.0
강원,강릉시,건물,저녹스 보일러 보급,160.0,0.0
강원,강릉시,건물,취약계층 에너지 복지사업,180.0,0.0
강원,강릉시,건물,탄소포인트제 운영,30156.0,1794.0
강원,강릉시,농축산,고효율 노후기관 장비 설비설치 교체지원,0.0,800.0
강원,강릉시,농축산,농산물 유통체계 확립,0.0,3660.0
강원,강릉시,농축산,신기술 농업기반 확산,1344.0,80.0
강원,강릉시,농축산,신속한 가축분뇨 처리,0.0,1400.0
강원,강릉시,농축산,연근해어선 노후기관 대체 지원,14400.0,2160.0
강원,강릉시,수송,건설기계 저공해 조치,20.0,2090.0
강원,강릉시,수송,남대천 자전거도로 정비사업,0.0,6000.0
강원,강릉시,수송,수소전기자동차 보급사업,1288.0,27600.0
강원,강릉시,수송,운행차 저공해 조치,120.0,1570.0
강원,강릉시,수송,자동차 탄소포인트제 운영,5402.0,300.0
강원,강릉시,수송,전기 이륜차 보급사업,660.0,800.0
강원,강릉시,수송,전기 자동차 보급사업(승용),3880.0,13760.0
강원,강릉시,수송,전기 자동차 보급사업(승합),200.0,12600.0
강원,강릉시,수송,전기 자동차 보급사업(화물),6460.0,26160.0
강원,강릉시,수송,조기폐차,4300.0,38130.0
강원,강릉시,수송,지능형 교통체계 운영 관리,0.0,19800.0
강원,강릉시,전환,동해안 신재생에너지 클러스터 구축,2738880.0,0.0
강원,강릉시,전환,신재생에너지 융복합 지원사업(지열),606.0,7652.0
강원,강릉시,전환,신재생에너지 융복합 지원사업(태양광),2256.0,15304.0
강원,강릉시,전환,신재생에너지 융복합 지원사업(태양열),90.0,15304.0
강원,강릉시,전환,신재생에너지 주택지원사업(지열),1010.0,1055.0
강원,강릉시,전환,신재생에너지 주택지원사업(태양광),3040.0,2110.0
강원,강릉시,전환,신재생에너지 주택지원사업(태양열),60.0,2110.0
강원,강릉시,폐기물,생활자원회수센터 설치사업,0.0,27100.0
강원,강릉시,폐기물,음식물류 폐기물 및 재활용품 자원화,300.0,600.0
강원,강릉시,흡수원,가로변 계절꽃 식재,0.0,6700.0
강원,강릉시,흡수원,가로수 유지관리,0.0,5880.0
강원,강릉시,흡수원,가로수 조성관리,0.0,2400.0
강원,강릉시,흡수원,강릉솔향수목원 운영관리,0.0,25000.0
강원,강릉시,흡수원,공동체 정원조성,140.0,300.0
강원,강릉시,흡수원,공유림 관리,0.0,330.0
강원,강릉시,흡수원,녹지경관 조성관리,0.0,9460.0
강원,강릉시,흡수원,도립공원 조경 및 환경개선 사업,0.0,2390.0
강원,강릉시,흡수원,도시공원 일반운영관리,0.0,14720.0
강원,강릉시,흡수원,도시주변 우량소나무림 보존,0.0,7640.0
강원,강릉시,흡수원,띠녹지조성 및 관리,0.0,500.0
강원,강릉시,흡수원,바다숲 조성(전환사업),0.0,1432.0
강원,강릉시,흡수원,바다숲 조성사업 사후관리,0.0,2000.0
강원,강릉시,흡수원,바이오숲 조성 및 운영,0.0,990.0
강원,강릉시,흡수원,보호수정비,0.0,350.0
강원,강릉시,흡수원,산불피해지 복구조림,346.0,1382.0
강원,강릉시,흡수원,생태습지 조성관리,0.0,2400.0
강원,강릉시,흡수원,수목원 및 산림박물관 조성(강릉솔향수목원 보완사업),0.0,2000.0
강원,강릉시,흡수원,순포습지 조성관리,0.0,890.0
강원,강릉시,흡수원,읍면동 녹지대 정비,0.0,1490.0
강원,강릉시,흡수원,정책숲 가꾸기,36360.0,39930.0
강원,강릉시,흡수원,큰나무 조림,1380.0,1050.0
강원,강릉시,흡수원,플라워 브리지 조성,0.0,870.0
강원,고성군,건물,가정용 저녹스보일러 보급사업,326.0,30.0
강원,고성군,건물,신재생에너지 융복합사업,29.0,9670.0
강원,고성군,건물,신재생에너지 주택지원사업,11.0,2879.0
강원,고성군,건물,취약계층 에너지 복지사업,4002.0,100.0
강원,고성군,건물,탄소제로 시범마을 조성계획 수립,0.0,2965.0
강원,고성군,건물,탄소포인트제 및 자동차 탄소포인트제 추친·관리,0.0,148.0
강원,고성군,농축산,고품질 퇴비화 생산관리,0.0,320.0
강원,고성군,농축산,다목적 가축분뇨 처리장비 지원,0.0,680.0
강원,고성군,수송,운행차 배출가스 저감사업 추진,0.0,7380.0
강원,고성군,수송,전기자동차 보급사업 추진,4497.0,11550.0
강원,고성군,수송,전기자동차 충전소 설치 및 관리,0.0,0.0
강원,고성군,전환,통일고성태양광 발전사업,6.0,100.0
강원,고성군,폐기물,1회용품 사용 규제,10249.0,0.0
강원,고성군,폐기물,과대포장 및 분리배출 표시 지도·점검,0.0,0.0
강원,고성군,폐기물,농어촌폐기물종합처리시설 운영·관리,4375.0,8800.0
강원,고성군,폐기물,재활용폐기물 처리 및 생활자원회수센터 관리,1935.0,11840.0
강원,고성군,폐기물,폐기물처리시설 설치 및 개선사업,28708.0,6500.0
강원,고성군,흡수원,맞춤형 숲가꾸기 사업 추진,54642.0,9950.0
강원,고성군,흡수원,식목일 맞이 내 나무 갖기 캠페인,1318.0,230.0
강원,고성군,흡수원,쾌적한 도시공원 및 녹지쉼터 유지·관리,0.0,2150.0
강원,고성군,흡수원,큰나무 공익조림,1263.0,235.0
강원,동해시,건물,가정용 친환경 보일러 교체사업,2346.0,120.0
강원,동해시,건물,건축물 제로에너지화 추진,3335.0,0.0
강원,동해시,건물,공공건축물 태양광 발전사업,6180.0,0.0
강원,동해시,건물,공동주택 미니태양광 보급사업,10.0,0.0
강원,동해시,건물,노후 건축물 그린리모델링 사업,210.0,0.0
강원,동해시,건물,도시가스 공급 확대,7300.0,0.0
강원,동해시,건물,도시재생사업 내 태양광 설치 사업,378.0,4381.0
강원,동해시,건물,목재펠릿 연소기 공급,1327.0,60.0
강원,동해시,건물,승강기 회생제동장치 (전력생산장치) 설치,140.0,0.0
강원,동해시,건물,신재생에너지 융복합 지원사업(지열),4630.0,0.0
강원,동해시,건물,신재생에너지 융복합 지원사업(태양광),42111.0,31541.0
강원,동해시,건물,신재생에너지 융복합 지원사업(태양열),1230.0,0.0
강원,동해시,건물,신재생에너지 주택지원사업,13164.0,447.0
강원,동해시,건물,에너지 절약 운동 추진,0.0,46.0
강원,동해시,건물,우리집 전기저금통 사업 확대,160.0,158.0
강원,동해시,건물,저소득층 LED 조명 교체사업,530.0,0.0
강원,동해시,건물,지방상수도 현대화사업,9660.0,75600.0
강원,동해시,건물,탄소포인트제 운영,2360.0,362.0
강원,동해시,건물,태양광 조명 설치(버스승강장),0.0,0.0
강원,동해시,농축산 ,영농부산물 안전처리 지원,172.0,210.0
강원,동해시,농축산 ,조사료 생산,130.0,320.0
강원,동해시,농축산 ,친환경 농업기반 구축 지원(유기질비료의 친환경농업확대),219.0,1986.0
강원,동해시,농축산 ,친환경 농업기반 구축 지원(토양개량제),144.0,212.0
강원,동해시,농축산 ,친환경농자재 공급(유기농업자재),30.0,50.0
강원,동해시,수송,공공형 버스 운행,0.0,7906.0
강원,동해시,수송,그린 모빌리티 보급 확대(수소차),1437.0,1728.0
강원,동해시,수송,그린 모빌리티 보급 확대(전기차),27329.0,28156.0
강원,동해시,수송,노후 경유차 조기폐차,130092.0,10190.880000000001
강원,동해시,수송,매연저감장치 설치,11303.0,478.0
강원,동해시,수송,시민 건강 걷기 마일리지제,0.0,370.0
강원,동해시,수송,어업활동 지원 및 경영개선(친환경 기관보급),0.0,1000.0
강원,동해시,수송,자동차탄소포인트제,384.0,69.2
강원,동해시,수송,자전거도로 유지관리,0.0,1200.0
강원,동해시,수송,통학차량 LPG 전환,240.0,9.0
강원,동해시,폐기물,공공 선별시설 현대화 사업 추진,2325.0,7758.0
강원,동해시,폐기물,공동주택 음식물쓰레기 우선인식(RFID) 종량기,3450.0,0.0
강원,동해시,폐기물,공사장 생활폐기물 재활용 선별시설 운영,3720.0,2400.0
강원,동해시,폐기물,남은 음식 포장용기 사업,0.0,180.0
강원,동해시,폐기물,생활폐기물 연료화 시설(전처리 시설) 운영,37640.0,0.0
강원,동해시,폐기물,아이스팩 재활용,0.0,8.0
강원,동해시,폐기물,올바른 쓰레기 배출방법 및 쓰레기 줄이기 홍보 추진,0.0,160.0
강원,동해시,폐기물,"음식물류폐기물 광역자원화시설 설치 (동해, 태백, 삼척, 정선, 영월)",5576.0,4572.0
강원,동해시,폐기물,전자고지 확대 추진(지방세 등),0.0,40.0
강원,동해시,흡수원,가로수 조성 및 유지관리,90.0,20.0
강원,동해시,흡수원,"공원(지정, 비지정) 조성, 기타 공원조성사업(관목그루)",30.0,0.0
강원,동해시,흡수원,"공원(지정, 비지정) 조성, 기타 공원조성사업(근린공원조성)",22340.0,700.0
강원,동해시,흡수원,녹지조성(도시숲 포함) 및 관리,18.0,200.0
강원,동해시,흡수원,"도시숲(도시림, 녹지축 등) 및 정원 조성, 관리",300.0,200.0
강원,동해시,흡수원,바다숲 조성사업,1442.0,800.0
강원,동해시,흡수원,"산림교육, 유아숲 조성 운영 관리",20.0,0.0
강원,동해시,흡수원,"조림사업 실행, 지도(경제수 조성)",7534.0,127.0
강원,동해시,흡수원,큰나무 공익사업,1243.0,121.0
강원,동해시,흡수원,학교 숲 조성 및 관리,70.0,0.0
강원,삼척시,건물,LED 간판 개선 사업,11.0,250.0
강원,삼척시,건물,노후 도로조명 개량공사(LED 조명 교체),68.0,1680.0
강원,삼척시,건물,녹색건축물 조성 보조금 지원사업 추진(그린리모델링),150.0,15000.0
강원,삼척시,건물,녹색제품 구매 활성화 추진,0.0,19200.0
강원,삼척시,건물,덕풍계곡 힐링타운,740.0,0.0
강원,삼척시,건물,도시가스 공급 확대,2771.0,2711.0
강원,삼척시,건물,목재 펠릿보일러 지원사업,6297.0,210.0
강원,삼척시,건물,비산업 부문 온실가스 진단·컨설팅,0.0,0.0
강원,삼척시,건물,빗물재이용시설,0.0,0.0
강원,삼척시,건물,신재생에너지 보급(가정신재생에너지 지원사업),3938.0,5282.0
강원,삼척시,건물,에코마일리지(탄소중립포인트제 가입),86.0,186.0
강원,삼척시,건물,일과중 냉난방기 30분 운휴,0.0,0.0
강원,삼척시,건물,취약계층 고효율 LED조명 교체 지원,172.0,108.0
강원,삼척시,건물,취약계층 에너지 효율화 사업 지원,13868.0,572.0
강원,삼척시,건물,친환경 보일러 확대 보급,141.0,10.0
강원,삼척시,건물,행정복지센터 제로에너지 빌딩 신축,203000.0,9500.0
강원,삼척시,농축산,가축분뇨 처리 기반 조성,0.0,0.0
강원,삼척시,농축산,기후변화에 대응한 꿀벌 사육기반 조성,0.0,0.0
강원,삼척시,농축산,논물관리,127458.0,20.0
강원,삼척시,농축산,스마트팜 보급 확대,0.0,0.0
강원,삼척시,농축산,저탄소 과학영농 인력 육성,0.0,488.0
강원,삼척시,농축산,저탄소 친환경 농업 실천 기반 확충,0.0,0.0
강원,삼척시,농축산,조사료 생산 이용 활성화,1733.0,1850.0
강원,삼척시,농축산,지역 로컬푸드 친환경 급식 지원,0.0,8000.0
강원,삼척시,농축산,친환경 비료 사용 확대,360.0,20.0
강원,삼척시,농축산,한우 비육기간 단축,2358.0,250.0
강원,삼척시,수송,공공기관 관용차량 친환경 자동차 전환,20.0,400.0
강원,삼척시,수송,공공기관 승용차 요일제 추진,1538.0,0.0
강원,삼척시,수송,노후경유차 매연저감장치(DPF) 지원사업,0.0,0.0
강원,삼척시,수송,노후경유차 폐차 지원 사업,0.0,4475.0
강원,삼척시,수송,대중교통 활성화,8141.0,2750.0
강원,삼척시,수송,수소 버스 도입,729.0,3690.0
강원,삼척시,수송,수소차 보급 확대,370.0,6000.0
강원,삼척시,수송,자전거 전용도로 확장,9328.0,120.0
강원,삼척시,수송,전기버스 의무 도입,440.0,630.0
강원,삼척시,수송,전기차(승용차)보급 촉진,1640.0,62000.0
강원,삼척시,수송,전동킥보드 이용 활성화,81.0,0.0
강원,삼척시,수송,철도 교통망 확충('24년 말 동해선(포항~삼척)개통),1.0,0.0
강원,삼척시,수송,친환경 택시 의무 도입,99.0,400.0
강원,삼척시,수송,친환경차 인프라 확대 설치,0.0,0.0
강원,삼척시,수송,탄소중립포인트(자동차)제도,572.0,48.0
강원,삼척시,수송,통근버스 운영,36211.0,0.0
강원,삼척시,수송,화물차 전기차 교체 추진,1079.0,5000.0
강원,삼척시,전환,CCUS,0.0,0.0
강원,삼척시,전환,공공시설 태양광 설치(BIPV),2165.0,0.0
강원,삼척시,전환,수소어선 실증화 사업,0.0,0.0
강원,삼척시,전환,수소에너지 융합 실증기반 해안지구 뉴타운 조성,0.0,0.0
강원,삼척시,전환,수소연료전지,0.0,0.0
강원,삼척시,전환,수소화합물 혼소발전 인프라 구축,0.0,0.0
강원,삼척시,폐기물,공동주택 RFID 보급 확대(음식물 쓰레기 감량),2389.0,85.0
강원,삼척시,폐기물,노인맞춤형 돌봄서비스 다회용기 식자재 배달사업,0.0,10500.0
강원,삼척시,폐기물,아이스팩 재활용,172.0,281.0
강원,삼척시,폐기물,음식물 쓰레기 저감 캠페인,90.0,0.0
강원,삼척시,폐기물,인공지능 순환자원 회수로봇 운영,0.0,0.0
강원,삼척시,폐기물,자원순환보증금 반환 수집소 운영,0.0,0.0
강원,삼척시,폐기물,재활용 선별시설 확충,7611.0,0.0
강원,삼척시,폐기물,친환경 어업활동 지원,0.0,1050.0
강원,삼척시,폐기물,커피찌꺼기 활용 사업,172.0,0.0
강원,삼척시,폐기물,투명 페트병 고품질 재활용 협약 사업,1040.0,0.0
강원,삼척시,폐기물,폐기물 감량화,9978.0,0.0
강원,삼척시,폐기물,현수막 업사이클링,12.0,100.0
강원,삼척시,흡수원,대형 산불피해지 복구사업,0.0,0.0
강원,삼척시,흡수원,도계나무나라목공체험을 통한 목재 활용 권장,0.0,5.0
강원,삼척시,흡수원,도심 녹지공간 조성,40.0,1500.0
강원,삼척시,흡수원,미니텃밭 가꾸기,35.0,110.0
강원,삼척시,흡수원,바다숲 조성,80.0,0.0
강원,삼척시,흡수원,수목식재사업(가로수식재사업),2987.0,3751.0
강원,삼척시,흡수원,숲가꾸기 사업,253084.0,23275.0
강원,속초시,건물,가스열펌프(GHP) 배출가스 저감장치 부착지원사업,0.0,163.0
강원,속초시,건물,가정용 저녹스보일러 보급사업,556.0,1182.0
강원,속초시,건물,경로당 환경개선 및 확충,0.0,10115.0
강원,속초시,건물,도로조명시설 정비사업(가로등),70.0,3465.0
강원,속초시,건물,비산업부문 온실가스 진단컨설팅,0.0,310.0
강원,속초시,건물,온실가스 에너지 목표관리제,0.0,350.0
강원,속초시,건물,저소득층 고령가구 가스안전시설(타이머 콕) 보급,0.0,30.0
강원,속초시,건물,제로에너지 건물 구축,87630.0,19775.0
강원,속초시,건물,취약계층 에너지복지,111.0,2824.0
강원,속초시,건물,친환경 주차공간 솔라파크 조성,16042.0,50000.0
강원,속초시,건물,탄소중립 포인트제 운영,542.0,618.0
강원,속초시,농축산,축산업 생산기반 구축 및 경영안정 지원,0.0,8453.0
강원,속초시,농축산,친환경 에너지절감 장비 보급,280.0,773.0
강원,속초시,농축산,친환경 하이브리드 어선보급,400.0,1283.0
강원,속초시,농축산,친환경농업실천 안전농산물 생산 환경조성,40.0,2555.0
강원,속초시,수송,도시철도망 구축(역세권 연계 트램 도입),155.0,1834133.0
강원,속초시,수송,수소버스 보급사업,657.0,3300.0
강원,속초시,수송,수소자동차 보급사업,3216.0,228908.0
강원,속초시,수송,어린이 통학차량의 LPG차 전환 지원사업,0.0,105.0
강원,속초시,수송,운행경유차 배출가스 저감사업(건설기계 엔진교체),10670.0,0.0
강원,속초시,수송,운행경유차 배출가스 저감사업(조기폐차),21340.0,37654.0
강원,속초시,수송,자동차 탄소중립포인트제 운영,1096.0,681.0
강원,속초시,수송,자전거 도로 구축,754.0,0.0
강원,속초시,수송,전기버스 보급사업,4829.0,20000.0
강원,속초시,수송,전기이륜차 보급사업,398.0,1840.0
강원,속초시,수송,전기자동차 보급사업(승용차),33479.0,338220.0
강원,속초시,수송,전기자동차 보급사업(화물차),11184.0,0.0
강원,속초시,수송,지능형 교통체계(ITS) 구축사업,0.0,1705.0
강원,속초시,전환,건물일체형(BIPV) 태양광발전,63.0,500.0
강원,속초시,전환,대포농공단지 태양광발전시설 설치사업,2241.0,8470.0
강원,속초시,전환,미니태양광 보급,652.0,4980.0
강원,속초시,전환,신재생에너지 융복합지원사업(태양광),12240.0,36574.0
강원,속초시,전환,신재생에너지 주택지원사업(태양광),3119.0,3924.0
강원,속초시,폐기물,IoT 종이팩 무인회수기 설치,1.0,700.0
강원,속초시,폐기물,가정용 음식물류 폐기물 감량 처리기 지원,322.0,2187.0
강원,속초시,폐기물,공동주택 음식물류 폐기물 RFID 종량제기기 보급,4301.0,2400.0
강원,속초시,폐기물,기후위기대응 홍보,0.0,280.0
강원,속초시,폐기물,다회용기 재사용 촉진지원사업,130.0,1750.0
강원,속초시,폐기물,영농폐기물 재활용 촉진사업,0.0,120.0
강원,속초시,폐기물,재활용품 분리배출 유도,0.0,5918.0
강원,속초시,폐기물,주민과 함께하는 환경정화,0.0,125.0
강원,속초시,폐기물,폐비닐 전문 선별시설 설치,468.0,3614.0
강원,속초시,폐기물,폐현수막 업사이클링,422.0,3168.0
강원,속초시,폐기물,하수처리장 열병합발전 운영,26450.0,56875.0
강원,속초시,폐기물,하천하구쓰레기 정화사업,0.0,1179.0
강원,속초시,흡수원,「영랑근린공원」 민간특례 조성사업,1205.0,375298.0
강원,속초시,흡수원,가로수 및 수벽관리,470.0,8068.0
강원,속초시,흡수원,대포 목장용지 도시숲 조성,41.0,6000.0
강원,속초시,흡수원,대포항 바다숲 조성,3347.0,5645.0
강원,속초시,흡수원,사계절 꽃으로 덮인 가로경관 조성,0.0,11020.0
강원,속초시,흡수원,설악산 둘레 생태수목원 조성사업,69.0,6103.0
강원,속초시,흡수원,시 유휴부지 활용 녹지공간 확대 조성사업,0.0,438.0
강원,속초시,흡수원,인공어초사업(바다숲 조성),616.0,1798.0
강원,속초시,흡수원,장기미집행 도시공원 조성사업,0.0,5600.0
강원,속초시,흡수원,정책숲 가꾸기,3680.0,7750.0
강원,속초시,흡수원,지자체 도시숲 조성사업,10.0,3500.0
강원,양구군,건물,(저소득층)LED등기구교체,530.0,180.0
강원,양구군,건물,벽면녹화,4.0,50.0
강원,양구군,건물,저소득층 LPG용기 사용가구 시설개선사업,0.0,25.0
강원,양구군,건물,저소득층 노후 전기시설 개선사업,0.0,20.0
강원,양구군,건물,탄소포인트제 운영(수도),1409.0,50.0
강원,양구군,건물,탄소포인트제 운영(전력),0.0,0.0
강원,양구군,농축산,논물관리,0.0,30.0
강원,양구군,농축산,친환경 농산물 인증 촉진비 지원,0.0,100.0
강원,양구군,농축산,친환경 농업(친환경 비료 사용 등 친환경 농업확대),54.0,660.0
강원,양구군,수송,노후 경유차 조기 폐차,325.0,1820.0
강원,양구군,수송,수소차 보급 사업(승용차),508.0,1650.0
강원,양구군,수송,자동차 탄소포인트제 인센티브 제공,90.0,25.0
강원,양구군,수송,"전기차보급사업(승용차, 화물차)",9724.0,9245.0
강원,양구군,전환,태양광 신재생에너지 주택지원사업,10439.0,5320.0
강원,양구군,폐기물,영농폐기물 수거 및 처리 활성화(고형폐기물),34223.0,1135.0
강원,양구군,폐기물,음식물류 폐기물 감량화사업(RFID 시스템 도입),848.0,40.0
강원,양구군,폐기물,자원회수시설 확충,0.0,200.0
강원,양구군,흡수원,가로 녹지축 연결/복원,97.0,750.0
강원,양구군,흡수원,미세먼지 차단숲 조정,0.0,1000.0
강원,양구군,흡수원,산림순환경영으로 탄소흡수 저장기능 증진(숲가꾸기),57904.0,11530.0
강원,양구군,흡수원,산림순환경영으로 탄소흡수 저장기능 증진(조림사업),12189.0,440.0
강원,양구군,흡수원,생활밀착형 숲조성(실내외),0.0,1500.0
강원,양구군,흡수원,학교숲 조성,0.0,200.0
강원,양양군,건물,신재생에너지 융복합 지원사업(지열),1371.0,0.0
강원,양양군,건물,신재생에너지 융복합 지원사업(태양광),2350.0,8700.0
강원,양양군,건물,신재생에너지 융복합 지원사업(태양열),350.0,0.0
강원,양양군,건물,신재생에너지 주택지원사업(지열),219.0,0.0
강원,양양군,건물,신재생에너지 주택지원사업(태양광),1091.0,720.0
강원,양양군,건물,양양군 도시가스 공급배관 지원사업,270.0,5285.0
강원,양양군,건물,취약계층 에너지개선 지원사업,0.0,50.0
강원,양양군,농축산,자연친화 교육프로그램 운영,0.0,125.0
강원,양양군,농축산,저탄소 친환경 농업기반 육성 및 소득안정 지원,0.0,305.0
강원,양양군,농축산,조사료 생산기반 확충 TMR 배합기 보급,0.0,3520.0
강원,양양군,농축산,축산분뇨 처리시설 운영,0.0,2700.0
강원,양양군,농축산,친환경 액상비료 공급,631.0,1000.0
강원,양양군,수송,노후경유차 조기폐차 지원사업,2999.0,2970.0
강원,양양군,수송,수소전기자동차 보급사업,91.0,1725.0
강원,양양군,수송,운행경유차 배출가스 저감사업(엔진교체),0.0,415.0
강원,양양군,수송,운행경유차 배출가스 저감사업(저감장치),9.0,85.0
강원,양양군,수송,전기이륜차 보급사업,68.0,95.0
강원,양양군,수송,전기자동차 보급사업(승용),581.0,5855.0
강원,양양군,수송,전기자동차 보급사업(승합),20.0,0.0
강원,양양군,수송,전기자동차 보급사업(화물),649.0,0.0
강원,양양군,폐기물,음식물 쓰레기 분리수거 사업 추진,4.0,15.0
강원,양양군,폐기물,재활용 쓰레기 분리수거 활성화 사업,0.0,7350.0
강원,양양군,폐기물,재활용품 무인회수기 설치,0.0,42.0
강원,양양군,흡수원,공공산림 가꾸기 사업,0.0,2600.0
강원,양양군,흡수원,국토변 및 마을 진입로 꽃길 조성사업,0.0,50.0
강원,양양군,흡수원,도로변 화단조성 및 제초작업 실시,0.0,50.0
강원,양양군,흡수원,바다숲 조성,0.0,10000.0
강원,양양군,흡수원,산불예방 감시활동 및 산불진화 역량강화,0.0,25465.0
강원,양양군,흡수원,숲가꾸기 사업,9600.0,12395.0
강원,양양군,흡수원,유용 해조류 자원 회복(해조류 이식),0.0,4500.0
강원,양양군,흡수원,조림사업(묘목 구입),49.0,0.0
강원,양양군,흡수원,조림사업(조림 면적),744.0,669.0
강원,양양군,흡수원,주요 도로변 녹지대 및 소공원 관리,0.0,15460.0
강원,영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (1),0.0,2180.0
강원,영월군,건물,도시가스 공급 및 LPG 소형 저장탱크 지원사업 (2),4103.0,2426.0
강원,영월군,건물,친환경에너지센터 운영 및 활성화 추진,0.0,477.0
강원,영월군,건물,탄소중립 융복합 지원단지 조성사업,0.0,4345.0
강원,영월군,농축산,농업경쟁력 강화를 위한 생산기반 지원,0.0,15929.0
강원,영월군,수송,노후경유차 조기폐차 지원사업,20301.0,9060.0
강원,영월군,수송,전기자동차 민간보급 지원(승용차),4673.0,1936.0
강원,영월군,수송,전기자동차 민간보급 지원(이륜차),748.0,168.0
강원,영월군,수송,전기자동차 민간보급 지원(화물차),10058.0,6985.0
강원,영월군,폐기물,1회용품 제로 추진,10.0,40.0
강원,영월군,폐기물,미세먼지 저감 지원사업,0.0,3675.0
강원,영월군,폐기물,상동읍 천평리 상하수관로 설치사업(계속),0.0,10000.0
강원,영월군,폐기물,성수기 피서지 생활폐기물 관리,0.0,1480.0
강원,영월군,폐기물,음식물류 폐기물 감량화기기 설치 보조사업,569.0,500.0
강원,영월군,폐기물,종량제봉투 폐비닐 선별 및 자원화 전처리시설 설치사업,0.0,2000.0
강원,영월군,폐기물,환경오염물질 배출사업장 지도점검,0.0,465.0
강원,영월군,흡수원,가로수 관리 사업,85.0,24620.0
강원,영월군,흡수원,생활밀착형 정원패키지,3020.0,2000.0
강원,영월군,흡수원,지속가능한 산림자원 구축,258.0,33000.0
강원,원주시,건물,가정용 친환경보일러 설치 지원,344.0,384.0
강원,원주시,건물,도로조명 설치 및 유지보수,263.0,37500.0
강원,원주시,건물,도시가스 공급지원,450.0,15000.0
강원,원주시,건물,목재펠릿보일러 보급,430.8,510.0
강원,원주시,건물,탄소중립포인트 에너지 운영,92322.6,3150.0
강원,원주시,농축산,다회용기 재사용 활성화,26.0,400.0
강원,원주시,농축산,유기질비료 지원사업,1689.6,27285.0
강원,원주시,농축산,음식물류 폐기물 RFID 종량기 운영관리,2478.0,7140.0
강원,원주시,농축산,친환경농업 고품질쌀 생산 지원,49.6,450.0
강원,원주시,농축산,친환경농업 소득보전직불제,61.2,875.0
강원,원주시,농축산,친환경농업 유박비료 지원,139.6,3150.0
강원,원주시,농축산,토양개량제 지원,9130.0,6300.0
강원,원주시,수송,대중교통비 환급 지원 사업(K-패스),31.4,10500.0
강원,원주시,수송,수소전기자동차 보급(승용차),5640.0,117775.0
강원,원주시,수송,어린이 통학차량 LPG차 전환 지원,1.0,15.0
강원,원주시,수송,운행경유차 배출가스 저감(조기폐차),20666.0,23600.0
강원,원주시,수송,원주천르네상스사업,2.0,300.0
강원,원주시,수송,자전거 이용시설 설치 및 정비,39.2,2650.0
강원,원주시,수송,전기이륜차 보급,68.0,800.0
강원,원주시,수송,전기자동차 보급(승용차),5990.0,130200.0
강원,원주시,수송,전기자전거 보급,8.8,265.0
강원,원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2513.0,10651.0
강원,원주시,전환,신재생에너지 주택지원(태양광),4660.0,2920.0
강원,원주시,흡수원,가로수 식재 및 관리(기업도시 포함),0.0,29327.0
강원,원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),39.0,76512.0
강원,원주시,흡수원,경제림 조성,8901.0,11475.0
강원,원주시,흡수원,공원녹지 관리(기업도시),0.0,17950.0
강원,원주시,흡수원,녹지공간 유지관리(기업도시),0.0,13175.0
강원,원주시,흡수원,문화체육공원 조성,463.0,12659.0
강원,원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,358.4,1700.0
강원,원주시,흡수원,미세먼지 차단숲 조성,239.0,0.0
강원,원주시,흡수원,반곡근린공원 조성,168.0,1003.0
강원,원주시,흡수원,"완충녹지 조성(13호, 26호)",106.0,259261.0
강원,원주시,흡수원,정책 숲 가꾸기,15132.6,57905.0
강원,원주시,흡수원,조림사업,10350.0,11690.0
강원,원주시,흡수원,치악산 바람길숲 조성,1608.0,0.0
강원,원주시,흡수원,큰나무 조림,690.0,1820.0
강원,원주시,흡수원,행구수변공원 확장 조성,416.0,1000.0
강원,원주시,흡수원,행구수변공원 확장 조성(관리),0.0,6200.0
강원,인제군,건물,저소득층 에너지효율개선,470.0,1000.0
강원,인제군,건물,취약계층 전력효율 향상,160.0,265.0
강원,인제군,건물,탄소포인트제 운영,430.0,80.0
강원,인제군,농축산,시설원예에너지이용효율화,0.0,153.0
강원,인제군,농축산,유기질비료 지원 사업,0.0,10650.0
강원,인제군,농축산,친환경 농업 시범사업,30.0,840.0
강원,인제군,농축산,친환경 농업 운영,0.0,380.0
강원,인제군,농축산,친환경 농업 직접지불사업,0.0,320.0
강원,인제군,농축산,친환경 농업 촉진 사업,0.0,580.0
강원,인제군,농축산,친환경 농자재 지원 사업,0.0,305.0
강원,인제군,농축산,친환경축산관리실 운영,0.0,50.0
강원,인제군,수송,건설기계 엔진교체 지원,10.0,0.0
강원,인제군,수송,경유자동차 매연저감장치 설치 지원,20.0,0.0
강원,인제군,수송,노후경유차 조기폐차 지원(4등급),1123.0,0.0
강원,인제군,수송,노후경유차 조기폐차 지원(5등급),1650.0,4300.0
강원,인제군,수송,노후경유차 조기폐차 지원(건설기계),20.0,0.0
