광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,자전거 도로 인프라 구축,2029,771,250,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,자전거 도로 인프라 구축,2030,775,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,자전거 도로 인프라 구축,2034,790,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 버스 보급확대,2025,2760,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 버스 보급확대,2026,3154,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 버스 보급확대,2027,3549,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 버스 보급확대,2028,3943,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 버스 보급확대,2029,4337,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 버스 보급확대,2030,4732,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 버스 보급확대,2034,6309,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 승용차 보급확대,2025,1857,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 승용차 보급확대,2026,2245,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 승용차 보급확대,2027,2633,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 승용차 보급확대,2028,3021,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 승용차 보급확대,2029,3409,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 승용차 보급확대,2030,3797,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 승용차 보급확대,2034,5349,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 이륜차 보급확대,2025,189,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 이륜차 보급확대,2026,221,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 이륜차 보급확대,2027,254,0,,,,,,,,,,,,,,,,,,
