광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,수소자동차(승용) 보급,2026,9,1000,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,수소자동차(승용) 보급,2027,9,1000,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,수소자동차(승용) 보급,2028,9,1000,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,수소자동차(승용) 보급,2029,9,1000,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,수소자동차(승용) 보급,2030,9,5000,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,수소자동차(승용) 보급,2034,9,5000,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,어린이 통학차량 LPG전환,2025,1,2,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,어린이 통학차량 LPG전환,2026,1,2,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,어린이 통학차량 LPG전환,2027,1,2,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,어린이 통학차량 LPG전환,2028,1,2,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,어린이 통학차량 LPG전환,2029,1,2,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,어린이 통학차량 LPG전환,2030,1,9,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,어린이 통학차량 LPG전환,2034,1,9,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,자동차 탄소포인트제 참여 확대,2025,159,10,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,자동차 탄소포인트제 참여 확대,2026,207,10,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,자동차 탄소포인트제 참여 확대,2027,254,10,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,자동차 탄소포인트제 참여 확대,2028,302,10,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,자동차 탄소포인트제 참여 확대,2029,349,10,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,자동차 탄소포인트제 참여 확대,2030,397,50,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,자동차 탄소포인트제 참여 확대,2034,586,50,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기버스 보급,2025,307,1435,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기버스 보급,2026,439,2050,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기버스 보급,2027,307,1435,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기버스 보급,2028,307,1435,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기버스 보급,2029,351,1640,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기버스 보급,2030,307,7175,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기버스 보급,2034,307,7175,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(승용) 보급,2025,146,4514,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(승용) 보급,2026,146,4514,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(승용) 보급,2027,146,4514,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(승용) 보급,2028,146,4514,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(승용) 보급,2029,146,4514,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(승용) 보급,2030,146,22570,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(승용) 보급,2034,146,22570,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(이륜) 보급,2025,65,72,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(이륜) 보급,2026,65,72,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(이륜) 보급,2027,65,72,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(이륜) 보급,2028,65,72,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(이륜) 보급,2029,65,72,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(이륜) 보급,2030,65,360,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(이륜) 보급,2034,65,360,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(화물) 보급,2025,259,2495,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(화물) 보급,2026,216,2495,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(화물) 보급,2027,216,2495,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(화물) 보급,2028,216,2495,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(화물) 보급,2029,216,2495,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(화물) 보급,2030,216,12475,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,수송,전기자동차(화물) 보급,2034,216,12475,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-융복합지원사업(태양광),2025,1285,2083,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-융복합지원사업(태양광),2026,1285,2083,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-융복합지원사업(태양광),2027,1285,2083,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-융복합지원사업(태양광),2028,1285,2083,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-융복합지원사업(태양광),2029,1285,2083,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-융복합지원사업(태양광),2030,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-융복합지원사업(태양광),2034,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-주택지원사업(태양광),2025,185,300,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-주택지원사업(태양광),2026,185,300,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-주택지원사업(태양광),2027,185,300,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-주택지원사업(태양광),2028,185,300,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-주택지원사업(태양광),2029,185,300,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-주택지원사업(태양광),2030,185,1500,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,신재생-주택지원사업(태양광),2034,185,1500,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,태양광 인허가 관리 및 확대,2025,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,태양광 인허가 관리 및 확대,2026,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,태양광 인허가 관리 및 확대,2027,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,태양광 인허가 관리 및 확대,2028,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,태양광 인허가 관리 및 확대,2029,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,태양광 인허가 관리 및 확대,2030,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,전환,태양광 인허가 관리 및 확대,2034,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,폐기물,통합 바이오가스화 시설 설치,2025,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,폐기물,통합 바이오가스화 시설 설치,2026,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,폐기물,통합 바이오가스화 시설 설치,2027,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,폐기물,통합 바이오가스화 시설 설치,2028,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,폐기물,통합 바이오가스화 시설 설치,2029,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,폐기물,통합 바이오가스화 시설 설치,2030,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,폐기물,통합 바이오가스화 시설 설치,2034,3827,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,가로수 조성 확대,2025,2,143,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,가로수 조성 확대,2026,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,가로수 조성 확대,2027,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,가로수 조성 확대,2028,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,가로수 조성 확대,2029,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,가로수 조성 확대,2030,3,286,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,가로수 조성 확대,2034,0,286,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,경제림 조림사업,2025,1536,1146,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,경제림 조림사업,2026,1536,1146,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,경제림 조림사업,2027,1536,1146,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,경제림 조림사업,2028,1536,1146,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,경제림 조림사업,2029,1536,1146,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,경제림 조림사업,2030,1536,5729,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,경제림 조림사업,2034,1536,5729,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,금강(어천~죽당) 지방정원조성사업 추진,2025,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,금강(어천~죽당) 지방정원조성사업 추진,2026,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,금강(어천~죽당) 지방정원조성사업 추진,2027,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,금강(어천~죽당) 지방정원조성사업 추진,2028,20179,6000,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,금강(어천~죽당) 지방정원조성사업 추진,2029,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,금강(어천~죽당) 지방정원조성사업 추진,2030,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,금강(어천~죽당) 지방정원조성사업 추진,2034,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시공원 조성 확대,2025,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시공원 조성 확대,2026,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시공원 조성 확대,2027,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시공원 조성 확대,2028,120,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시공원 조성 확대,2029,120,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시공원 조성 확대,2030,120,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시공원 조성 확대,2034,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시숲 조성 확대,2025,60,7380,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시숲 조성 확대,2026,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시숲 조성 확대,2027,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시숲 조성 확대,2028,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시숲 조성 확대,2029,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시숲 조성 확대,2030,60,7380,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,도시숲 조성 확대,2034,0,7380,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지 차단숲 조성,2025,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지 차단숲 조성,2026,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지 차단숲 조성,2027,60,7380,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지 차단숲 조성,2028,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지 차단숲 조성,2029,0,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지 차단숲 조성,2030,60,7380,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지 차단숲 조성,2034,0,7380,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지저감 숲가꾸기,2025,178,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지저감 숲가꾸기,2026,178,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지저감 숲가꾸기,2027,178,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지저감 숲가꾸기,2028,178,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지저감 숲가꾸기,2029,178,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지저감 숲가꾸기,2030,190,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,미세먼지저감 숲가꾸기,2034,190,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,밀원수림 조림사업,2025,102,61,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,밀원수림 조림사업,2026,102,61,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,밀원수림 조림사업,2027,102,61,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,밀원수림 조림사업,2028,102,61,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,밀원수림 조림사업,2029,102,61,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,밀원수림 조림사업,2030,102,307,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,밀원수림 조림사업,2034,102,307,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,어린나무 숲가꾸기,2025,119,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,어린나무 숲가꾸기,2026,119,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,어린나무 숲가꾸기,2027,119,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,어린나무 숲가꾸기,2028,119,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,어린나무 숲가꾸기,2029,119,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,어린나무 숲가꾸기,2030,119,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,어린나무 숲가꾸기,2034,119,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 숲가꾸기,2025,24,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 숲가꾸기,2026,24,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 숲가꾸기,2027,24,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 숲가꾸기,2028,24,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 숲가꾸기,2029,24,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 숲가꾸기,2030,24,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 숲가꾸기,2034,24,0,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 조림사업,2025,614,368,,,,,,,,,,,,,,,,,,
충남,공주시,충남 공주시,흡수원,큰나무 조림사업,2026,614,368,,,,,,,,,,,,,,,,,,
