광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(건물 BRP),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(건물 BRP),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(건물 BRP),2028,70,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(건물 BRP),2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(건물 BRP),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(건물 BRP),2034,70,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(주택 BRP),2025,8,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(주택 BRP),2026,8,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(주택 BRP),2027,8,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(주택 BRP),2028,8,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(주택 BRP),2029,8,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(주택 BRP),2030,8,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간 건물 에너지 효율화 사업(주택 BRP),2034,32,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(경동시장 BRP),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(경동시장 BRP),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(경동시장 BRP),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(경동시장 BRP),2028,43,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(경동시장 BRP),2029,43,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(경동시장 BRP),2030,85,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(경동시장 BRP),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(공동주택 BRP),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(공동주택 BRP),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(공동주택 BRP),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(공동주택 BRP),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(공동주택 BRP),2029,718,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(공동주택 BRP),2030,718,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(공동주택 BRP),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(에너지 효율등급 1++),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(에너지 효율등급 1++),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(에너지 효율등급 1++),2027,991,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(에너지 효율등급 1++),2028,308,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(에너지 효율등급 1++),2029,4099,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(에너지 효율등급 1++),2030,4099,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,민간협력사업 건물에너지 효율화 추진(에너지 효율등급 1++),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린터치),2025,2,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린터치),2026,2,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린터치),2027,2,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린터치),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린터치),2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린터치),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린터치),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린프린터),2025,5,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린프린터),2026,5,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린프린터),2027,5,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린프린터),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린프린터),2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린프린터),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,사무실 대기전력 저감장치 프로그램 설치(그린프린터),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,서울시 안심 집수리사업,2025,4,120,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,서울시 안심 집수리사업,2026,4,120,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,서울시 안심 집수리사업,2027,4,120,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,서울시 안심 집수리사업,2028,5,132,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,서울시 안심 집수리사업,2029,5,132,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,서울시 안심 집수리사업,2030,5,132,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,서울시 안심 집수리사업,2034,21,576,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,에코마일리지 제도(건물) 운영,2025,11345,13,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,에코마일리지 제도(건물) 운영,2026,11506,13,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,에코마일리지 제도(건물) 운영,2027,11666,13,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,에코마일리지 제도(건물) 운영,2028,11800,13,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,에코마일리지 제도(건물) 운영,2029,11934,13,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,에코마일리지 제도(건물) 운영,2030,12067,13,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,에코마일리지 제도(건물) 운영,2034,49340,52,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,연료전지 보급 확산,2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,연료전지 보급 확산,2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,연료전지 보급 확산,2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,연료전지 보급 확산,2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,연료전지 보급 확산,2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,연료전지 보급 확산,2030,26400,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,연료전지 보급 확산,2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 4등급),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 4등급),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 4등급),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 4등급),2028,207,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 4등급),2029,180,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 4등급),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 4등급),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 5등급),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 5등급),2026,88,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 5등급),2027,18,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 5등급),2028,238,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 5등급),2029,87,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 5등급),2030,61,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(비주거용 5등급),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 4등급),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 4등급),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 4등급),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 4등급),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 4등급),2029,48,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 4등급),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 4등급),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 5등급),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 5등급),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 5등급),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 5등급),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 5등급),2029,438,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 5등급),2030,458,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,제로에너지 건물 인증 확대(주거용 5등급),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,희망의 집수리 사업,2025,12,100,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,희망의 집수리 사업,2026,12,100,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,희망의 집수리 사업,2027,12,100,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,희망의 집수리 사업,2028,12,100,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,희망의 집수리 사업,2029,12,100,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,희망의 집수리 사업,2030,12,100,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,건물,희망의 집수리 사업,2034,46,400,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공기관 무공해차량 의무도입,2025,4,19,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공기관 무공해차량 의무도입,2026,4,19,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공기관 무공해차량 의무도입,2027,4,19,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공기관 무공해차량 의무도입,2028,4,19,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공기관 무공해차량 의무도입,2029,4,19,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공기관 무공해차량 의무도입,2030,4,19,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공기관 무공해차량 의무도입,2034,16,76,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공자전거(따릉이) 이용 활성화,2025,499,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공자전거(따릉이) 이용 활성화,2026,514,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공자전거(따릉이) 이용 활성화,2027,529,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공자전거(따릉이) 이용 활성화,2028,529,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공자전거(따릉이) 이용 활성화,2029,529,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공자전거(따릉이) 이용 활성화,2030,529,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,공공자전거(따릉이) 이용 활성화,2034,2116,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통 이용 활성화,2025,3291,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통 이용 활성화,2026,6582,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통 이용 활성화,2027,9873,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통 이용 활성화,2028,13165,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통 이용 활성화,2029,16456,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통 이용 활성화,2030,19747,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통 이용 활성화,2034,78987,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통(택시) 친환경 전환 실적관리,2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통(택시) 친환경 전환 실적관리,2026,2122,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통(택시) 친환경 전환 실적관리,2027,4245,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통(택시) 친환경 전환 실적관리,2028,6367,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통(택시) 친환경 전환 실적관리,2029,8490,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통(택시) 친환경 전환 실적관리,2030,14645,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,대중교통(택시) 친환경 전환 실적관리,2034,4245,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,에코마일리지 제도(자동차) 운영,2025,228,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,에코마일리지 제도(자동차) 운영,2026,304,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,에코마일리지 제도(자동차) 운영,2027,380,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,에코마일리지 제도(자동차) 운영,2028,456,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,에코마일리지 제도(자동차) 운영,2029,532,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,에코마일리지 제도(자동차) 운영,2030,532,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,에코마일리지 제도(자동차) 운영,2034,2130,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,자전거 이용시설 설치 및 유지관리,2025,3,147,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,자전거 이용시설 설치 및 유지관리,2026,3,77,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,자전거 이용시설 설치 및 유지관리,2027,3,77,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,자전거 이용시설 설치 및 유지관리,2028,3,77,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,자전거 이용시설 설치 및 유지관리,2029,3,77,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,자전거 이용시설 설치 및 유지관리,2030,3,77,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,자전거 이용시설 설치 및 유지관리,2034,6,308,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기수소차(승용) 보급 확대,2025,3,98,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기수소차(승용) 보급 확대,2026,5,163,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기수소차(승용) 보급 확대,2027,9,325,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기수소차(승용) 보급 확대,2028,100,3510,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기수소차(승용) 보급 확대,2029,118,4160,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기수소차(승용) 보급 확대,2030,137,4810,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기수소차(승용) 보급 확대,2034,916,32240,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기이륜차 보급 확대,2025,33,15,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기이륜차 보급 확대,2026,33,15,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기이륜차 보급 확대,2027,33,15,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기이륜차 보급 확대,2028,33,15,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기이륜차 보급 확대,2029,46,21,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기이륜차 보급 확대,2030,98,42,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기이륜차 보급 확대,2034,390,135,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기충전소 인프라 확충,2025,0,750,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기충전소 인프라 확충,2026,0,840,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기충전소 인프라 확충,2027,0,960,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기충전소 인프라 확충,2028,0,1320,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기충전소 인프라 확충,2029,0,1500,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기충전소 인프라 확충,2030,0,1680,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,전기충전소 인프라 확충,2034,0,8520,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,정비구역 내 전기차 전용주차 구역 확대,2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,정비구역 내 전기차 전용주차 구역 확대,2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,정비구역 내 전기차 전용주차 구역 확대,2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,정비구역 내 전기차 전용주차 구역 확대,2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,정비구역 내 전기차 전용주차 구역 확대,2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,정비구역 내 전기차 전용주차 구역 확대,2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,정비구역 내 전기차 전용주차 구역 확대,2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,철도 중심 교통 체계 구축,2025,0,33836,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,철도 중심 교통 체계 구축,2026,2308,33836,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,철도 중심 교통 체계 구축,2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,철도 중심 교통 체계 구축,2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,철도 중심 교통 체계 구축,2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,철도 중심 교통 체계 구축,2030,24673,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,철도 중심 교통 체계 구축,2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-승용) 보급 확대,2025,340,3010,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-승용) 보급 확대,2026,437,3870,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-승용) 보급 확대,2027,582,5160,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-승용) 보급 확대,2028,3880,34400,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-승용) 보급 확대,2029,4656,41280,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-승용) 보급 확대,2030,5432,48160,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-승용) 보급 확대,2034,37248,330240,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-화물) 보급 확대,2025,86,50,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-화물) 보급 확대,2026,108,62,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-화물) 보급 확대,2027,119,69,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-화물) 보급 확대,2028,151,87,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-화물) 보급 확대,2029,183,107,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-화물) 보급 확대,2030,323,125,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(전기차-화물) 보급 확대,2034,1293,750,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(하이브리드-승용) 보급 확대,2025,3448,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(하이브리드-승용) 보급 확대,2026,520,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(하이브리드-승용) 보급 확대,2027,520,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(하이브리드-승용) 보급 확대,2028,650,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(하이브리드-승용) 보급 확대,2029,866,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(하이브리드-승용) 보급 확대,2030,1299,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,수송,친환경차(하이브리드-승용) 보급 확대,2034,6280,0,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,1회용품 없는 동대문구,2025,1,70,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,1회용품 없는 동대문구,2026,1,74,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,1회용품 없는 동대문구,2027,1,77,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,1회용품 없는 동대문구,2028,1,79,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,1회용품 없는 동대문구,2029,1,81,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,1회용품 없는 동대문구,2030,1,84,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,1회용품 없는 동대문구,2034,5,360,,,,,,,,,,,,,,,,,,,,
서울,동대문구,서울 동대문구,폐기물,고품질 재활용의 수거 활성화(우유팩 재활용),2025,0,0,,,,,,,,,,,,,,,,,,,,
