광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 가게당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2030,5,1,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 가게당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2034,20,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 개당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 개당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 개당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 개당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 개당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 개당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,공공청사 일회용품 플라스틱 컵 사용 자제((일회용 컵 개당) 구 식·음료시설 다회용컵 사용 및 행사 개최시 다회용컵 대여사업을 통한 일회용품 플라스틱 컵 사용 자제),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,녹색제품 구매 활성화 추진,2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,녹색제품 구매 활성화 추진,2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,녹색제품 구매 활성화 추진,2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,녹색제품 구매 활성화 추진,2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,녹색제품 구매 활성화 추진,2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,녹색제품 구매 활성화 추진,2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,녹색제품 구매 활성화 추진,2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((매립처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2025,1551,9474,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((매립처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2026,2068,10474,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((매립처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2027,5098,11204,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((매립처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2028,5098,12305,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((매립처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2029,5098,13507,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((매립처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2030,5098,15000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((매립처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2034,20392,60000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((소각처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2025,1052,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((소각처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2026,3156,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((소각처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2027,4208,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((소각처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2028,10520,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((소각처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2029,15780,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((소각처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2030,21040,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,생활폐기물 감축 사업((소각처리량)수도권 매립지 반입총량제 시행에 따른 감량 필요),2034,99940,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(아이스팩을 수거하여 재활용사업 추진),2025,120,50,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(아이스팩을 수거하여 재활용사업 추진),2026,120,50,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(아이스팩을 수거하여 재활용사업 추진),2027,120,50,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(아이스팩을 수거하여 재활용사업 추진),2028,120,50,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(아이스팩을 수거하여 재활용사업 추진),2029,120,50,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(아이스팩을 수거하여 재활용사업 추진),2030,100,50,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(아이스팩을 수거하여 재활용사업 추진),2034,400,200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(종이팩을 수거하여 재활용사업 추진),2025,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(종이팩을 수거하여 재활용사업 추진),2026,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(종이팩을 수거하여 재활용사업 추진),2027,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(종이팩을 수거하여 재활용사업 추진),2028,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(종이팩을 수거하여 재활용사업 추진),2029,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(종이팩을 수거하여 재활용사업 추진),2030,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,아이스팩·종이팩 재활용 확대(종이팩을 수거하여 재활용사업 추진),2034,4,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,음식물류쓰레기 감량 사업,2025,21,155,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,음식물류쓰레기 감량 사업,2026,21,155,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,음식물류쓰레기 감량 사업,2027,42,168,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,음식물류쓰레기 감량 사업,2028,63,175,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,음식물류쓰레기 감량 사업,2029,84,182,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,음식물류쓰레기 감량 사업,2030,169,230,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,음식물류쓰레기 감량 사업,2034,676,920,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,자원순환센터 운영,2025,3073,6437,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,자원순환센터 운영,2026,3073,6500,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,자원순환센터 운영,2027,3073,6500,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,자원순환센터 운영,2028,3073,6500,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,자원순환센터 운영,2029,3073,6600,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,자원순환센터 운영,2030,3951,7400,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,자원순환센터 운영,2034,15804,29600,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(교육),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(교육),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(교육),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(교육),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(교육),2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(교육),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(교육),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(무인회수기),2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(무인회수기),2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(무인회수기),2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(무인회수기),2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(무인회수기),2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(무인회수기),2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,재활용 분리배출교육 추진(무인회수기),2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,종이 고지서의 전자고지서 대체,2025,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,종이 고지서의 전자고지서 대체,2026,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,종이 고지서의 전자고지서 대체,2027,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,종이 고지서의 전자고지서 대체,2028,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,종이 고지서의 전자고지서 대체,2029,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,종이 고지서의 전자고지서 대체,2030,1,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,종이 고지서의 전자고지서 대체,2034,4,0,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,주택과 재활용정거장 확대 운영,2025,0,2,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,주택과 재활용정거장 확대 운영,2026,0,2,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,주택과 재활용정거장 확대 운영,2027,0,2,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,주택과 재활용정거장 확대 운영,2028,0,2,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,주택과 재활용정거장 확대 운영,2029,0,2,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,주택과 재활용정거장 확대 운영,2030,0,2,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,폐기물,주택과 재활용정거장 확대 운영,2034,0,8,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,가로수 가지치기,2025,0,300,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,가로수 가지치기,2026,0,300,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,가로수 가지치기,2027,1,600,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,가로수 가지치기,2028,1,900,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,가로수 가지치기,2029,1,1200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,가로수 가지치기,2030,1,1200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,가로수 가지치기,2034,4,4800,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,녹색인프라 구축 및 관리,2025,127,500,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,녹색인프라 구축 및 관리,2026,139,500,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,녹색인프라 구축 및 관리,2027,163,1000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,녹색인프라 구축 및 관리,2028,199,1500,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,녹색인프라 구축 및 관리,2029,241,1750,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,녹색인프라 구축 및 관리,2030,313,3000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,녹색인프라 구축 및 관리,2034,1924,11800,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시공원 조성,2025,1461,2000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시공원 조성,2026,1641,3000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시공원 조성,2027,1821,3000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시공원 조성,2028,2061,4000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시공원 조성,2029,2337,4600,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시공원 조성,2030,2637,5000,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시공원 조성,2034,11298,4200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 체험장 운영,2025,2,19,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 체험장 운영,2026,2,19,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 체험장 운영,2027,2,19,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 체험장 운영,2028,2,19,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 체험장 운영,2029,2,19,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 체험장 운영,2030,5,50,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 체험장 운영,2034,20,200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 활성화(궁동 주말농장 운영으로 생활형 도시농업 실천기반 구축),2025,22,130,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 활성화(궁동 주말농장 운영으로 생활형 도시농업 실천기반 구축),2026,22,130,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 활성화(궁동 주말농장 운영으로 생활형 도시농업 실천기반 구축),2027,22,130,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 활성화(궁동 주말농장 운영으로 생활형 도시농업 실천기반 구축),2028,22,130,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 활성화(궁동 주말농장 운영으로 생활형 도시농업 실천기반 구축),2029,22,130,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 활성화(궁동 주말농장 운영으로 생활형 도시농업 실천기반 구축),2030,22,130,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도시농업 활성화(궁동 주말농장 운영으로 생활형 도시농업 실천기반 구축),2034,88,520,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,"도시농업 활성화(주거공간에서 가능한 상자 텃밭 보급, 퇴비 지원사업 확대로 생활형 도시농업 실천기반 구축)",2025,2,72,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,"도시농업 활성화(주거공간에서 가능한 상자 텃밭 보급, 퇴비 지원사업 확대로 생활형 도시농업 실천기반 구축)",2026,2,72,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,"도시농업 활성화(주거공간에서 가능한 상자 텃밭 보급, 퇴비 지원사업 확대로 생활형 도시농업 실천기반 구축)",2027,3,72,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,"도시농업 활성화(주거공간에서 가능한 상자 텃밭 보급, 퇴비 지원사업 확대로 생활형 도시농업 실천기반 구축)",2028,3,72,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,"도시농업 활성화(주거공간에서 가능한 상자 텃밭 보급, 퇴비 지원사업 확대로 생활형 도시농업 실천기반 구축)",2029,3,72,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,"도시농업 활성화(주거공간에서 가능한 상자 텃밭 보급, 퇴비 지원사업 확대로 생활형 도시농업 실천기반 구축)",2030,3,72,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,"도시농업 활성화(주거공간에서 가능한 상자 텃밭 보급, 퇴비 지원사업 확대로 생활형 도시농업 실천기반 구축)",2034,12,288,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도심 속 생활정원 조성,2025,29,200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도심 속 생활정원 조성,2026,31,200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도심 속 생활정원 조성,2027,35,400,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도심 속 생활정원 조성,2028,42,500,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도심 속 생활정원 조성,2029,49,600,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도심 속 생활정원 조성,2030,58,800,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,도심 속 생활정원 조성,2034,306,2400,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,생태하천 복원 및 녹화사업,2025,1,300,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,생태하천 복원 및 녹화사업,2026,1,300,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,생태하천 복원 및 녹화사업,2027,2,600,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,생태하천 복원 및 녹화사업,2028,4,900,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,생태하천 복원 및 녹화사업,2029,4,1200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,생태하천 복원 및 녹화사업,2030,5,1200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,생태하천 복원 및 녹화사업,2034,16,3600,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,숲가꾸기,2025,18,100,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,숲가꾸기,2026,18,100,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,숲가꾸기,2027,18,200,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,숲가꾸기,2028,18,300,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,숲가꾸기,2029,18,350,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,숲가꾸기,2030,24,400,,,,,,,,,,,,,,,,,,,,
서울,구로구,서울 구로구,흡수원,숲가꾸기,2034,96,1600,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,BEMS 보급 확대,2025,38,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,BEMS 보급 확대,2026,228,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,BEMS 보급 확대,2027,418,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,BEMS 보급 확대,2028,1938,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,BEMS 보급 확대,2029,3838,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,BEMS 보급 확대,2030,7638,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,BEMS 보급 확대,2034,49552,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,"LED 조명 보급 확대(가정, 시설 등 건물)",2025,86,5,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,"LED 조명 보급 확대(가정, 시설 등 건물)",2026,107,5,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,"LED 조명 보급 확대(가정, 시설 등 건물)",2027,128,5,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,"LED 조명 보급 확대(가정, 시설 등 건물)",2028,149,5,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,"LED 조명 보급 확대(가정, 시설 등 건물)",2029,170,5,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,"LED 조명 보급 확대(가정, 시설 등 건물)",2030,191,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,"LED 조명 보급 확대(가정, 시설 등 건물)",2034,974,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 신고 등급제,2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 신고 등급제,2026,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 신고 등급제,2027,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 신고 등급제,2028,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 신고 등급제,2029,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 신고 등급제,2030,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 신고 등급제,2034,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 총량제,2025,0,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 총량제,2026,17861,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 총량제,2027,28513,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 총량제,2028,39199,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 총량제,2029,50458,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 총량제,2030,71993,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,건물 에너지 총량제,2034,416269,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공 건축물 그린리모델링,2025,26,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공 건축물 그린리모델링,2026,48,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공 건축물 그린리모델링,2027,71,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공 건축물 그린리모델링,2028,117,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공 건축물 그린리모델링,2029,163,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공 건축물 그린리모델링,2030,209,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공 건축물 그린리모델링,2034,1296,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공부문 온실가스 에너지 목표관리제,2025,1857,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공부문 온실가스 에너지 목표관리제,2026,1950,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공부문 온실가스 에너지 목표관리제,2027,2043,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공부문 온실가스 에너지 목표관리제,2028,2136,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공부문 온실가스 에너지 목표관리제,2029,2229,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공부문 온실가스 에너지 목표관리제,2030,2322,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,공공부문 온실가스 에너지 목표관리제,2034,10214,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,금천 그린 마일리지 운영,2025,214,350,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,금천 그린 마일리지 운영,2026,428,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,금천 그린 마일리지 운영,2027,642,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,금천 그린 마일리지 운영,2028,856,0,,,,,,,,,,,,,,,,,,,,
서울,금천구,서울 금천구,건물,금천 그린 마일리지 운영,2029,1070,0,,,,,,,,,,,,,,,,,,,,
